Gene,# Hairpins,NES,Gene rank,p-value,p-value rank
FZR1,6,0.9278,18840,0.8666,18927
ZSWIM4,6,0.9279,18841,0.8667,18932
ZSCAN16,6,0.928,18842,0.8668,18935
SEZ6,6,0.928,18843,0.8668,18936
FERD3L,6,0.9282,18844,0.8668,18934
LOC283403,6,0.9282,18845,0.8668,18937
SPANXF1,6,0.9282,18846,0.8668,18933
GAS2L2,6,0.9284,18847,0.8669,18938
C17orf66,6,0.9287,18848,0.8672,18940
GNAT1,6,0.9287,18849,0.8672,18941
FLJ22184,6,0.9288,18850,0.8674,18942
FBLN5,6,0.9289,18851,0.8676,18945
ELF2,6,0.9291,18852,0.8679,18948
PGM5,6,0.9291,18853,0.8679,18950
ATMIN,6,0.9293,18854,0.8679,18949
UBE2D4,6,0.9293,18855,0.868,18951
HIST1H1T,6,0.9296,18856,0.8682,18952
PKD2L2,6,0.9296,18857,0.8682,18953
PCIF1,6,0.9296,18858,0.8682,18955
SLC25A37,6,0.9296,18859,0.8683,18957
ZDHHC18,6,0.9297,18860,0.8683,18956
DSCAM,6,0.9298,18861,0.8683,18958
NonTargetingControlGuideForHuman_0059,2,0.9299,18862,0.8079,17537
TP53I3,6,0.9301,18863,0.8684,18961
C16orf70,6,0.9302,18864,0.8684,18962
OR51B4,6,0.9302,18865,0.8684,18959
WFDC10B,6,0.9302,18866,0.8684,18960
NF1,6,0.9305,18867,0.8685,18968
C9orf9,6,0.9305,18868,0.8685,18977
SLC39A2,6,0.9305,18869,0.8685,18967
LBX2,6,0.9306,18870,0.8685,18965
KCNK13,6,0.9306,18871,0.8685,18969
hsa-mir-644a,4,0.9308,18872,0.8589,18764
H2BFWT,6,0.9308,18873,0.8685,18975
CFHR4,6,0.9309,18874,0.8685,18966
ADCY8,6,0.9309,18875,0.8685,18974
OR52E6,6,0.9309,18876,0.8685,18972
RASL10B,6,0.931,18877,0.8685,18963
CSRNP2,6,0.931,18878,0.8685,18970
UBE2U,6,0.9312,18879,0.8685,18973
PPP5C,6,0.9313,18880,0.8685,18976
C18orf32,6,0.9313,18881,0.8685,18971
TNFRSF10B,6,0.9316,18882,0.8686,18979
SUN3,6,0.9316,18883,0.8686,18978
TRIM71,6,0.9317,18884,0.8686,18982
SPRY3_Y,6,0.9317,18885,0.8686,18980
CNTRL,6,0.9318,18886,0.8686,18983
SPRY3_X,6,0.9318,18887,0.8686,18981
RRNAD1,6,0.932,18888,0.8687,18985
BICD2,6,0.932,18889,0.8687,18984
NonTargetingControlGuideForHuman_0155,2,0.9322,18890,0.8116,17608
NonTargetingControlGuideForHuman_0441,2,0.9322,18891,0.8116,17606
RNASET2,6,0.9323,18892,0.8688,18988
UBQLN1,6,0.9323,18893,0.8688,18992
LDLRAD4,6,0.9323,18894,0.8688,18993
GABBR2,6,0.9324,18895,0.8688,18994
PCDH17,6,0.9324,18896,0.8688,18990
NonTargetingControlGuideForHuman_0364,2,0.9325,18897,0.8118,17612
KLHDC8B,6,0.9326,18898,0.8688,18987
NonTargetingControlGuideForHuman_0595,2,0.9326,18899,0.8121,17618
KLHL31,6,0.9326,18900,0.8688,18989
TRAPPC6B,6,0.9326,18901,0.8688,18986
TRIM65,6,0.9327,18902,0.8688,18991
NonTargetingControlGuideForHuman_0276,2,0.9328,18903,0.8124,17627
C1orf21,6,0.933,18904,0.8689,18996
RDH16,6,0.933,18905,0.8689,18995
C1orf162,6,0.9332,18906,0.869,18997
NonTargetingControlGuideForHuman_0149,2,0.9333,18907,0.8133,17647
TGFB1,6,0.9334,18908,0.8691,18999
KCNU1,6,0.9335,18909,0.8691,18998
hsa-mir-551a,4,0.9337,18910,0.8599,18790
FAM132A,6,0.9337,18911,0.8692,19000
DNAJA4,6,0.9338,18912,0.8694,19001
PARP16,6,0.9339,18913,0.8697,19010
PNPO,6,0.9339,18914,0.8697,19005
NonTargetingControlGuideForHuman_0367,2,0.9339,18915,0.8141,17664
CLEC11A,6,0.9341,18916,0.8697,19003
H2AFB3,6,0.9341,18917,0.8697,19016
TTC23L,6,0.9341,18918,0.8697,19006
PHF20,6,0.9341,18919,0.8697,19009
H2AFB1,6,0.9341,18920,0.8697,19017
hsa-mir-4303,4,0.9342,18921,0.86,18791
NonTargetingControlGuideForHuman_0804,2,0.9343,18922,0.8146,17673
HES6,6,0.9343,18923,0.8697,19014
NonTargetingControlGuideForHuman_0374,2,0.9344,18924,0.8147,17676
DTL,6,0.9344,18925,0.8697,19004
PRKCA,6,0.9344,18926,0.8697,19012
KIR2DL1,6,0.9345,18927,0.8697,19019
DECR1,6,0.9346,18928,0.8697,19008
SLC5A2,6,0.9346,18929,0.8697,19018
EIF2B4,6,0.9346,18930,0.8697,19015
DEFB104B,6,0.9347,18931,0.8697,19020
hsa-mir-4430,4,0.9347,18932,0.8603,18796
NRXN3,6,0.9348,18933,0.8697,19013
KMT2C,6,0.9348,18934,0.8697,19007
GABRG3,6,0.935,18935,0.8697,19011
OR5AS1,6,0.9351,18936,0.8697,19021
hsa-mir-6831,4,0.9353,18937,0.8606,18801
TSPAN32,6,0.9353,18938,0.8698,19022
LRRC66,6,0.9354,18939,0.8699,19023
TSPAN18,6,0.9354,18940,0.8699,19026
NonTargetingControlGuideForHuman_0906,2,0.9354,18941,0.8164,17708
HMCN1,6,0.9354,18942,0.8699,19024
NonTargetingControlGuideForHuman_0208,2,0.9355,18943,0.8164,17710
hsa-mir-5682,4,0.9355,18944,0.8608,18806
ERVV-1,6,0.9355,18945,0.8699,19025
SAMSN1,6,0.9357,18946,0.87,19027
PXMP4,6,0.9359,18947,0.8701,19028
CST2,6,0.936,18948,0.8701,19029
APC2,6,0.936,18949,0.8701,19030
WDR25,6,0.9362,18950,0.8702,19031
HCST,6,0.9363,18951,0.8703,19033
C2CD4A,6,0.9364,18952,0.8704,19043
GPR89A,6,0.9365,18953,0.8704,19045
DDAH1,6,0.9367,18954,0.8704,19039
CPZ,6,0.9368,18955,0.8704,19035
ZNF687,6,0.9368,18956,0.8704,19044
CCAR2,6,0.9369,18957,0.8704,19037
SLC45A1,6,0.937,18958,0.8704,19041
CXorf36,6,0.9371,18959,0.8704,19046
NonTargetingControlGuideForHuman_0449,2,0.9371,18960,0.8187,17745
NonTargetingControlGuideForHuman_0172,2,0.9372,18961,0.8187,17746
PHF11,6,0.9372,18962,0.8704,19038
NonTargetingControlGuideForHuman_0464,2,0.9374,18963,0.8188,17749
OXT,6,0.9374,18964,0.8704,19042
B3GNT2,6,0.9374,18965,0.8704,19036
NonTargetingControlGuideForHuman_0369,2,0.9375,18966,0.8191,17781
AGTRAP,6,0.9375,18967,0.8704,19034
LMOD1,6,0.9377,18968,0.8704,19040
MZT1,6,0.9377,18969,0.8705,19049
BAGE2,6,0.9377,18970,0.8705,19048
hsa-mir-3194,4,0.9378,18971,0.8627,18854
NPAP1,6,0.9378,18972,0.8705,19047
BLOC1S2,6,0.9379,18973,0.8706,19050
VGLL1,6,0.938,18974,0.8707,19053
EPHA10,6,0.9381,18975,0.8707,19051
RIT2,6,0.9383,18976,0.8707,19054
XKR8,6,0.9383,18977,0.8707,19052
FAM19A3,6,0.9384,18978,0.8708,19055
MICAL3,6,0.9385,18979,0.8709,19061
CAPZA2,6,0.9387,18980,0.8709,19059
hsa-mir-6502,3,0.9388,18981,0.8542,18662
CRLF2_Y,6,0.9388,18982,0.8709,19058
CRLF2_X,6,0.9388,18983,0.8709,19057
GATC,6,0.9389,18984,0.8709,19060
P2RY12,6,0.9389,18985,0.8709,19062
MX1,6,0.939,18986,0.871,19063
NLRP11,6,0.9392,18987,0.871,19066
POMZP3,6,0.9392,18988,0.871,19064
HIST3H2BB,6,0.9393,18989,0.8711,19071
NonTargetingControlGuideForHuman_0960,2,0.9393,18990,0.8209,17823
TBX15,6,0.9393,18991,0.8711,19067
CYP2A13,6,0.9393,18992,0.8711,19068
NonTargetingControlGuideForHuman_0676,2,0.9393,18993,0.8209,17825
NUDT12,6,0.9395,18994,0.8712,19072
PIF1,6,0.9395,18995,0.8712,19073
ANKDD1A,6,0.9396,18996,0.8713,19075
RWDD2A,6,0.9396,18997,0.8714,19077
GCSAM,6,0.9397,18998,0.8715,19080
TNFSF8,6,0.9398,18999,0.8715,19082
ZNF880,6,0.9398,19000,0.8715,19083
SYT13,6,0.9398,19001,0.8715,19081
NAPSA,6,0.9399,19002,0.8716,19084
KCTD19,6,0.94,19003,0.8718,19085
PCDHB1,6,0.94,19004,0.8718,19086
SIGLEC9,6,0.9401,19005,0.8719,19088
TENM1,6,0.9402,19006,0.8719,19089
hsa-mir-4488,4,0.9402,19007,0.8642,18886
CDK16,6,0.9404,19008,0.8719,19087
RAPGEF2,6,0.9406,19009,0.872,19090
FCGR1B,6,0.9407,19010,0.8722,19091
BCAS2,6,0.9407,19011,0.8723,19092
RPS6KL1,6,0.9407,19012,0.8723,19093
ADK,6,0.9407,19013,0.8723,19095
FBXL3,6,0.9408,19014,0.8723,19094
LRIG1,6,0.9409,19015,0.8724,19096
KLF1,6,0.941,19016,0.8725,19097
DFNA5,6,0.941,19017,0.8725,19098
USP20,6,0.9413,19018,0.8727,19101
hsa-mir-375,4,0.9416,19019,0.8646,18894
NOC3L,6,0.9416,19020,0.8729,19104
HERPUD2,6,0.9416,19021,0.8729,19108
DNPH1,6,0.9416,19022,0.8729,19109
PSMB10,6,0.9417,19023,0.8729,19106
hsa-mir-1268a,4,0.942,19024,0.865,18899
hsa-mir-3662,3,0.942,19025,0.857,18744
TNFRSF9,6,0.9421,19026,0.8731,19111
INSM1,6,0.9422,19027,0.8731,19113
HIST1H2AE,6,0.9423,19028,0.8731,19112
NonTargetingControlGuideForHuman_0121,2,0.9423,19029,0.8251,17926
hsa-mir-591,4,0.9425,19030,0.8652,18901
FAM160A2,6,0.9426,19031,0.8732,19114
KCTD2,6,0.9426,19032,0.8733,19119
RFPL3,6,0.9427,19033,0.8733,19117
PPP1R36,6,0.9428,19034,0.8733,19118
CPVL,6,0.9429,19035,0.8733,19120
CXorf48,6,0.9429,19036,0.8734,19123
NHP2,6,0.943,19037,0.8734,19121
ZNF17,6,0.943,19038,0.8734,19122
SPRR2D,6,0.9431,19039,0.8735,19124
CHRNB2,6,0.9432,19040,0.8735,19127
POLE2,6,0.9433,19041,0.8735,19128
C6orf118,6,0.9434,19042,0.8735,19126
PADI3,6,0.9434,19043,0.8735,19129
TCERG1L,6,0.9434,19044,0.8735,19125
NonTargetingControlGuideForHuman_0948,2,0.9435,19045,0.8266,17954
POF1B,6,0.9437,19046,0.8736,19130
TRIM69,6,0.9437,19047,0.8736,19131
TIMM50,6,0.9438,19048,0.8737,19135
PLEKHF2,6,0.9438,19049,0.8737,19134
hsa-mir-34a,4,0.9439,19050,0.866,18911
CACNG4,6,0.944,19051,0.8737,19133
LBH,6,0.9441,19052,0.8737,19132
RPS27A,6,0.9441,19053,0.8738,19136
ZNF184,6,0.9442,19054,0.8738,19137
hsa-mir-2392,4,0.9443,19055,0.8664,18920
NonTargetingControlGuideForHuman_0957,2,0.9443,19056,0.8277,17980
hsa-mir-4682,4,0.9443,19057,0.8665,18921
GRIN2C,6,0.9444,19058,0.8739,19138
STXBP4,6,0.9444,19059,0.8739,19139
MCMDC2,6,0.9446,19060,0.874,19141
hsa-mir-6786,4,0.9446,19061,0.8666,18931
NonTargetingControlGuideForHuman_0714,2,0.9446,19062,0.8284,17996
PPP2R5D,6,0.9447,19063,0.874,19140
SSBP1,6,0.9448,19064,0.8741,19148
LGALS9C,6,0.9448,19065,0.8741,19147
ALKBH1,6,0.9448,19066,0.8741,19149
ERAL1,6,0.9449,19067,0.8741,19143
LCE3E,6,0.9449,19068,0.8741,19151
SEPHS1,6,0.9449,19069,0.8741,19142
P2RX7,6,0.9449,19070,0.8741,19146
TAF4,6,0.9449,19071,0.8741,19144
FLJ27352,6,0.9449,19072,0.8741,19145
NonTargetingControlGuideForHuman_0319,2,0.9449,19073,0.8291,18011
B3GALNT2,6,0.9452,19074,0.8741,19150
ZNF836,6,0.9454,19075,0.8744,19156
C1orf151-NBL1,6,0.9454,19076,0.8744,19152
UCK1,6,0.9455,19077,0.8744,19155
SPATC1L,6,0.9456,19078,0.8744,19154
ZNF726,6,0.9457,19079,0.8744,19157
BRI3BP,6,0.9457,19080,0.8744,19153
NonTargetingControlGuideForHuman_0335,2,0.9458,19081,0.8307,18068
SMARCAD1,6,0.9459,19082,0.8746,19160
TMEM25,6,0.946,19083,0.8748,19166
PRRG4,6,0.946,19084,0.8748,19169
JAKMIP1,6,0.946,19085,0.8748,19165
NonTargetingControlGuideForHuman_0203,2,0.9461,19086,0.8315,18092
hsa-mir-34b,4,0.9462,19087,0.8678,18947
TCEAL6,6,0.9462,19088,0.8748,19162
EIF2A,6,0.9462,19089,0.8748,19163
NonTargetingControlGuideForHuman_0308,2,0.9463,19090,0.8317,18098
SPINK7,6,0.9464,19091,0.8748,19170
WDR7,6,0.9465,19092,0.8748,19164
GGA3,6,0.9465,19093,0.8748,19168
SORBS3,6,0.9465,19094,0.8748,19167
GPT2,6,0.9466,19095,0.8749,19172
RNF224,6,0.9467,19096,0.8749,19171
NonTargetingControlGuideForHuman_0901,2,0.9468,19097,0.8324,18103
OFD1,6,0.947,19098,0.8751,19175
FRS3,6,0.9471,19099,0.8751,19173
ARMC5,6,0.9471,19100,0.8751,19174
NonTargetingControlGuideForHuman_0873,2,0.9471,19101,0.8328,18112
HSD17B1,6,0.9473,19102,0.8752,19177
CRYBB2,6,0.9473,19103,0.8752,19179
hsa-mir-339,4,0.9473,19104,0.8682,18954
GTPBP10,6,0.9473,19105,0.8752,19176
NonTargetingControlGuideForHuman_0396,2,0.9474,19106,0.8331,18116
UPB1,6,0.9474,19107,0.8752,19178
SRSF12,6,0.9475,19108,0.8753,19181
LHX4,6,0.9475,19109,0.8753,19182
FAM19A5,6,0.9476,19110,0.8753,19180
NonTargetingControlGuideForHuman_0857,2,0.9476,19111,0.8335,18131
CCL26,6,0.9477,19112,0.8755,19183
KIAA1033,6,0.9477,19113,0.8755,19184
hsa-mir-4658,4,0.9478,19114,0.8685,18964
C1orf115,6,0.9478,19115,0.8756,19185
CTAG2,6,0.9479,19116,0.8756,19186
NonTargetingControlGuideForHuman_0468,2,0.9479,19117,0.8339,18141
CSN3,6,0.948,19118,0.8757,19188
DDX1,6,0.948,19119,0.8757,19189
AGBL1,6,0.9481,19120,0.8758,19190
MYOM1,6,0.9482,19121,0.8759,19192
SDC2,6,0.9482,19122,0.8759,19193
TAF1L,6,0.9482,19123,0.8759,19194
NonTargetingControlGuideForHuman_0023,2,0.9483,19124,0.8346,18153
MKRN3,6,0.9484,19125,0.8759,19195
WBSCR17,6,0.9484,19126,0.8759,19191
RBBP5,6,0.9486,19127,0.876,19196
SEMA5B,6,0.9488,19128,0.8762,19197
HLA-DOB,6,0.9492,19129,0.8765,19201
ZIM2,6,0.9492,19130,0.8765,19199
hsa-mir-494,4,0.9493,19131,0.8694,19002
DUSP11,6,0.9494,19132,0.8765,19203
NonTargetingControlGuideForHuman_0646,2,0.9494,19133,0.8357,18188
MATN2,6,0.9494,19134,0.8765,19205
NonTargetingControlGuideForHuman_0122,2,0.9495,19135,0.836,18198
PLS3,6,0.9495,19136,0.8765,19200
TMEM198,6,0.9496,19137,0.8765,19204
DCXR,6,0.9496,19138,0.8765,19206
ACTG1,6,0.9496,19139,0.8765,19202
NonTargetingControlGuideForHuman_0501,2,0.9497,19140,0.8363,18204
SPATA31D3,6,0.9497,19141,0.8765,19198
NFIA,6,0.9498,19142,0.8767,19208
GATA2,6,0.9499,19143,0.8767,19209
TSPO,6,0.95,19144,0.8767,19210
TMEM132D,6,0.9501,19145,0.8767,19211
EIF5,6,0.9503,19146,0.8769,19212
C7orf50,6,0.9505,19147,0.877,19217
GOLT1B,6,0.9505,19148,0.877,19219
PSCA,6,0.9505,19149,0.877,19214
SMIM11,6,0.9506,19150,0.877,19218
ZPBP,6,0.9507,19151,0.877,19215
KPNA6,6,0.951,19152,0.877,19220
IFIT2,6,0.9511,19153,0.877,19216
POLR2J3,6,0.9511,19154,0.877,19221
YARS2,6,0.9511,19155,0.877,19222
hsa-mir-211,4,0.9512,19156,0.8708,19056
OPN5,6,0.9512,19157,0.8771,19224
OBSCN,6,0.9513,19158,0.8771,19223
PBX2,6,0.9514,19159,0.8771,19225
NonTargetingControlGuideForHuman_0946,2,0.9515,19160,0.8393,18264
RING1,6,0.9516,19161,0.8772,19228
RPP14,6,0.952,19162,0.8775,19229
FMO3,6,0.9521,19163,0.8775,19233
CD53,6,0.9521,19164,0.8775,19232
PGBD2,6,0.9522,19165,0.8775,19231
PPP1R3D,6,0.9522,19166,0.8775,19230
hsa-mir-4318,4,0.9524,19167,0.8713,19074
hsa-mir-6880,4,0.9525,19168,0.8714,19076
OR2G6,6,0.9526,19169,0.8776,19236
hsa-mir-518c,4,0.9526,19170,0.8714,19078
NSUN2,6,0.9526,19171,0.8776,19234
hsa-mir-4443,4,0.9526,19172,0.8715,19079
CTF1,6,0.9527,19173,0.8776,19235
ARL14,6,0.9531,19174,0.8781,19245
PKD1L3,6,0.9531,19175,0.8781,19240
NonTargetingControlGuideForHuman_0668,2,0.9531,19176,0.842,18335
APOBEC3C,6,0.9533,19177,0.8781,19243
CADPS,6,0.9533,19178,0.8781,19242
GMPR2,6,0.9533,19179,0.8781,19241
RHEBL1,6,0.9536,19180,0.8783,19246
HOXA2,6,0.9536,19181,0.8784,19249
FBXO21,6,0.9536,19182,0.8784,19247
DUSP2,6,0.9536,19183,0.8784,19248
USP17L22,6,0.9539,19184,0.8785,19252
USP17L20,6,0.954,19185,0.8785,19251
USP17L18,6,0.954,19186,0.8785,19253
USP17L17,6,0.954,19187,0.8785,19254
LARS2,6,0.9541,19188,0.8786,19255
USP17L11,6,0.9541,19189,0.8786,19257
TMEM102,6,0.9541,19190,0.8786,19256
RIPPLY2,6,0.9541,19191,0.8786,19258
NonTargetingControlGuideForHuman_0787,2,0.9545,19192,0.8444,18390
hsa-mir-4792,4,0.9546,19193,0.8727,19100
IGF2,6,0.9547,19194,0.8789,19259
CDC14A,4,0.9547,19195,0.8728,19103
NonTargetingControlGuideForHuman_0764,2,0.9547,19196,0.8445,18395
FAM43B,6,0.9548,19197,0.8791,19260
COL7A1,6,0.9549,19198,0.8793,19261
IDI2,6,0.9551,19199,0.8793,19262
hsa-mir-4311,4,0.9551,19200,0.8728,19102
NonTargetingControlGuideForHuman_0658,2,0.9551,19201,0.8448,18408
NonTargetingControlGuideForHuman_0662,2,0.9551,19202,0.8448,18407
MAPKAP1,6,0.9551,19203,0.8794,19264
DIAPH1,6,0.9552,19204,0.8794,19263
CC2D1B,6,0.9552,19205,0.8794,19265
hsa-mir-6884,4,0.9554,19206,0.8729,19105
hsa-mir-133a-2,4,0.9554,19207,0.8729,19110
KRT32,6,0.9554,19208,0.8795,19267
NEFL,6,0.9555,19209,0.8795,19266
ZNF835,6,0.9557,19210,0.8796,19270
C1orf51,6,0.9557,19211,0.8796,19269
NDUFA2,6,0.9558,19212,0.8796,19272
FGFBP1,6,0.9558,19213,0.8796,19271
NonTargetingControlGuideForHuman_0951,2,0.9561,19214,0.8456,18426
PRB3,6,0.9564,19215,0.8796,19268
PET100,6,0.9564,19216,0.8797,19277
CDC20,6,0.9566,19217,0.8797,19273
TM9SF3,6,0.9566,19218,0.8797,19274
LITAF,6,0.9567,19219,0.8797,19275
ZNF565,6,0.9567,19220,0.8797,19276
FXR2,6,0.9571,19221,0.8798,19278
ALDH1B1,6,0.9571,19222,0.8798,19281
NonTargetingControlGuideForHuman_0623,2,0.9572,19223,0.8472,18474
LRP1B,6,0.9574,19224,0.8799,19285
hsa-mir-4487,4,0.9576,19225,0.8746,19158
NonTargetingControlGuideForHuman_0860,2,0.9576,19226,0.8474,18483
NonTargetingControlGuideForHuman_0259,2,0.9576,19227,0.8474,18484
S100A16,6,0.9577,19228,0.8799,19282
ZNF148,6,0.9578,19229,0.8799,19286
NonTargetingControlGuideForHuman_0243,2,0.9578,19230,0.8478,18490
CATSPERB,6,0.9578,19231,0.8799,19283
NonTargetingControlGuideForHuman_0527,2,0.9579,19232,0.848,18492
SH2D3A,6,0.9579,19233,0.88,19287
KCTD5,6,0.958,19234,0.88,19288
hsa-mir-3120,4,0.958,19235,0.8747,19161
SALL1,6,0.958,19236,0.88,19291
PRR16,6,0.9581,19237,0.88,19293
BCL2L11,6,0.9581,19238,0.88,19290
TBC1D26,6,0.9582,19239,0.88,19294
CCT5,6,0.9582,19240,0.88,19295
AKTIP,6,0.9582,19241,0.88,19292
POLR2D,6,0.9582,19242,0.88,19289
CIB2,6,0.9583,19243,0.8801,19296
NonTargetingControlGuideForHuman_0290,2,0.9583,19244,0.8483,18495
SFRP4,6,0.9583,19245,0.8801,19297
NonTargetingControlGuideForHuman_0557,2,0.9584,19246,0.8483,18494
CDKN2A,6,0.9584,19247,0.8802,19298
PLEKHG4,6,0.9584,19248,0.8802,19299
BRAF,6,0.9586,19249,0.8803,19300
USP17L7,6,0.9588,19250,0.8803,19301
FGF3,6,0.9588,19251,0.8804,19303
TMEM255A,6,0.959,19252,0.8806,19306
CYP3A43,6,0.9591,19253,0.8806,19305
ADCY5,6,0.9592,19254,0.8808,19310
NonTargetingControlGuideForHuman_0001,2,0.9593,19255,0.8498,18533
PTPRC,6,0.9593,19256,0.8808,19309
GJA9,6,0.9593,19257,0.881,19313
RAX,6,0.9594,19258,0.881,19312
AKAP17A_Y,6,0.9596,19259,0.8812,19315
KRT12,6,0.9596,19260,0.8812,19318
AKAP17A_X,6,0.9596,19261,0.8812,19316
TPD52L3,6,0.9596,19262,0.8812,19317
MRPL52,6,0.9601,19263,0.8818,19322
PRR3,6,0.9601,19264,0.8818,19321
HFE2,6,0.9601,19265,0.8818,19323
ADAM7,6,0.9601,19266,0.8818,19324
COL1A1,6,0.9602,19267,0.8819,19325
NLRC3,6,0.9602,19268,0.8821,19331
AQP12B,6,0.9603,19269,0.8821,19332
NonTargetingControlGuideForHuman_0850,2,0.9604,19270,0.8517,18577
FAM71B,6,0.9605,19271,0.8821,19330
C9orf156,6,0.9606,19272,0.8821,19329
ATP2A2,6,0.9606,19273,0.8821,19328
SLC2A12,6,0.9607,19274,0.8822,19334
SLC35D3,6,0.9608,19275,0.8822,19333
RNF219,6,0.961,19276,0.8825,19335
CCDC110,6,0.9612,19277,0.8827,19341
ALDH5A1,6,0.9612,19278,0.8827,19340
SLC48A1,6,0.9614,19279,0.8827,19336
OSCP1,6,0.9614,19280,0.8827,19337
TMEM208,6,0.9614,19281,0.8827,19339
NonTargetingControlGuideForHuman_0840,2,0.9614,19282,0.8526,18605
KCNK18,6,0.9617,19283,0.8827,19338
NonTargetingControlGuideForHuman_0370,2,0.9617,19284,0.8534,18651
hsa-mir-200c,4,0.9619,19285,0.877,19213
SDHAF1,6,0.9619,19286,0.8828,19342
SLC38A9,6,0.962,19287,0.883,19345
SDPR,6,0.9621,19288,0.883,19348
NonTargetingControlGuideForHuman_0156,2,0.9621,19289,0.854,18660
EXOSC10,6,0.9622,19290,0.883,19347
NonTargetingControlGuideForHuman_0194,2,0.9622,19291,0.8541,18661
GLCCI1,6,0.9622,19292,0.883,19350
MCM8,6,0.9622,19293,0.883,19344
TMEM236,6,0.9623,19294,0.883,19349
hsa-mir-5582,2,0.9623,19295,0.8543,18663
MOGAT2,6,0.9624,19296,0.883,19346
NonTargetingControlGuideForHuman_0119,2,0.9624,19297,0.8545,18667
NIT2,6,0.9625,19298,0.8831,19353
hsa-mir-7112-2,4,0.9625,19299,0.8772,19226
hsa-mir-7112-1,4,0.9625,19300,0.8772,19227
TRANK1,6,0.9627,19301,0.8831,19355
UPF2,6,0.9627,19302,0.8831,19356
TBX19,6,0.9627,19303,0.8831,19351
ACKR4,6,0.9628,19304,0.8831,19354
SLC7A4,6,0.9629,19305,0.8831,19352
hsa-mir-4422,4,0.963,19306,0.878,19238
PTPRR,6,0.9633,19307,0.8835,19363
DUS1L,6,0.9633,19308,0.8835,19361
NonTargetingControlGuideForHuman_0944,2,0.9634,19309,0.8552,18702
AKAP14,6,0.9634,19310,0.8835,19364
C20orf112,6,0.9634,19311,0.8835,19362
IL17RB,6,0.9636,19312,0.8835,19365
NonTargetingControlGuideForHuman_0413,2,0.9637,19313,0.8553,18708
CXorf51A,6,0.9638,19314,0.8835,19360
MED31,6,0.964,19315,0.8838,19366
SAMM50,6,0.9641,19316,0.884,19371
TMEM121,6,0.9642,19317,0.884,19372
NonTargetingControlGuideForHuman_0025,2,0.9643,19318,0.8563,18727
NISCH,6,0.9643,19319,0.884,19369
NonTargetingControlGuideForHuman_0004,2,0.9643,19320,0.8563,18728
MAGEC1,6,0.9643,19321,0.884,19373
LRRC47,6,0.9643,19322,0.884,19368
CPN1,6,0.9644,19323,0.884,19370
NonTargetingControlGuideForHuman_0232,2,0.9644,19324,0.8565,18736
DHX35,6,0.9648,19325,0.8843,19375
FAM167B,6,0.9649,19326,0.8843,19374
NonTargetingControlGuideForHuman_0052,2,0.965,19327,0.8573,18746
SOCS1,6,0.9651,19328,0.8844,19377
LOH12CR1,6,0.9651,19329,0.8844,19378
NonTargetingControlGuideForHuman_0757,2,0.9652,19330,0.8575,18747
SLC10A6,6,0.9652,19331,0.8844,19376
HIST1H2BL,6,0.9652,19332,0.8845,19387
PLAC1L,6,0.9654,19333,0.8845,19385
LOC440563,6,0.9655,19334,0.8845,19400
C1QTNF4,6,0.9655,19335,0.8845,19401
TCAP,6,0.9656,19336,0.8845,19384
hsa-mir-3156-1,4,0.9656,19337,0.8798,19279
hsa-mir-6087,4,0.9658,19338,0.8799,19284
ADCK3,6,0.9658,19339,0.8845,19396
RRAGD,6,0.9658,19340,0.8845,19392
BRSK2,6,0.9659,19341,0.8845,19382
NPTX1,6,0.9659,19342,0.8845,19390
FIG4,6,0.9659,19343,0.8845,19399
ZNF629,6,0.9659,19344,0.8845,19398
TLX1,6,0.966,19345,0.8845,19395
FLCN,6,0.966,19346,0.8845,19402
LPAR2,6,0.9661,19347,0.8845,19394
UBAP2,6,0.9662,19348,0.8845,19389
NXF5,6,0.9662,19349,0.8845,19388
MIER2,6,0.9663,19350,0.8845,19391
TMED3,6,0.9666,19351,0.8845,19386
TRMT11,6,0.9667,19352,0.8845,19393
RNF44,6,0.9668,19353,0.8845,19380
hsa-mir-4505,4,0.9668,19354,0.8804,19302
EPN2,6,0.9668,19355,0.8845,19381
CCNJ,6,0.9669,19356,0.8845,19403
SOAT2,6,0.9669,19357,0.8845,19379
HPN,6,0.9671,19358,0.8845,19383
OR8S1,6,0.9671,19359,0.8845,19397
ADRB3,6,0.9672,19360,0.8846,19404
RANBP6,6,0.9673,19361,0.8846,19405
VPS39,6,0.9673,19362,0.8847,19406
SEMA4C,6,0.9675,19363,0.8847,19407
DMRTC2,6,0.9675,19364,0.8847,19410
KRBOX4,6,0.9675,19365,0.8847,19408
MSH5,6,0.9676,19366,0.8847,19409
GPATCH8,6,0.9676,19367,0.8847,19411
TMEM50B,6,0.9678,19368,0.8849,19416
hsa-mir-3960,4,0.968,19369,0.881,19311
S1PR3,6,0.9683,19370,0.8849,19412
FXR1,6,0.9683,19371,0.8849,19413
FFAR1,6,0.9683,19372,0.8849,19414
hsa-mir-378g,4,0.9684,19373,0.8813,19319
PLA2G12B,6,0.9684,19374,0.885,19417
HCN4,6,0.9685,19375,0.885,19418
NonTargetingControlGuideForHuman_0360,2,0.9685,19376,0.862,18835
SARDH,6,0.9686,19377,0.885,19419
KIAA0895,6,0.9687,19378,0.8851,19420
hsa-mir-616,4,0.9687,19379,0.8815,19320
ASNA1,6,0.9689,19380,0.8853,19422
APBB3,6,0.969,19381,0.8853,19421
