id,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
SERPINB3,0.9006,0.90134,0.999917,17029,1,-0.66566
SCRT1,0.90061,0.90134,0.999917,17030,1,0.015925
CLN8,0.90075,0.90147,0.999917,17031,1,-1.9274
OTC,0.90078,0.90149,0.999917,17032,1,-0.35188
DNASE1,0.90093,0.90163,0.999917,17033,1,0.012041
TIMP2,0.90096,0.90165,0.999917,17034,1,-0.30728
BORA,0.90101,0.90169,0.999917,17035,1,-1.6459
CHUK,0.90102,0.90171,0.999917,17036,1,-1.6917
ZRANB2,0.90104,0.90173,0.999917,17037,1,-1.5285
HEY1,0.90106,0.90174,0.999917,17038,1,-0.5983
ZNF93,0.90107,0.90175,0.999917,17039,1,-0.57527
UQCC2,0.90114,0.90181,0.999917,17040,1,-0.5833
ERCC3,0.90114,0.90125,0.999917,17041,0,-1.1499
MEIS1,0.90115,0.90181,0.999917,17042,1,0.14817
CPAMD8,0.90119,0.90186,0.999917,17043,1,-0.23564
LRRC4B,0.90127,0.90193,0.999917,17044,1,0.011048
RYK,0.90133,0.90199,0.999917,17045,1,-1.2325
RINT1,0.90137,0.90201,0.999917,17046,1,0.23925
TUBA3D,0.90138,0.90202,0.999917,17047,1,-1.3136
TSSK1B,0.90153,0.90215,0.999917,17048,1,-2.1205
STARD4,0.90156,0.90218,0.999917,17049,1,-3.4799
TBC1D3K,0.90158,0.90219,0.999917,17050,1,-1.5458
HDGFRP2,0.90159,0.90221,0.999917,17051,1,-0.93202
NNT,0.9016,0.90222,0.999917,17052,1,-1.568
CTLA4,0.90161,0.90223,0.999917,17053,1,-1.3999
ARHGEF10,0.90164,0.90225,0.999917,17054,1,-0.72939
MPO,0.90165,0.90226,0.999917,17055,1,-0.49553
NARFL,0.90167,0.90227,0.999917,17056,1,-0.827
BEST2,0.90174,0.90232,0.999917,17057,1,-0.98552
CFP,0.90177,0.90234,0.999917,17058,1,-2.2914
USP17L2,0.90179,0.90236,0.999917,17059,1,-1.0821
TMEFF1,0.9018,0.90238,0.999917,17060,1,-1.0965
APEX1,0.90181,0.90238,0.999917,17061,1,-3.2161
XYLT1,0.90182,0.90239,0.999917,17062,1,-0.24827
ARHGAP4,0.90197,0.90253,0.999917,17063,1,-0.64325
AGL,0.90199,0.90254,0.999917,17064,1,-0.38901
ANAPC2,0.90204,0.90258,0.999917,17065,1,-0.98739
YEATS2,0.90206,0.90216,0.999917,17066,0,-1.7299
UBR5,0.90223,0.90275,0.999917,17067,1,-2.9279
OR4F4,0.90229,0.90281,0.999917,17068,1,-2.1721
FBXL20,0.90236,0.90287,0.999917,17069,1,-0.84811
FBXO4,0.90239,0.90289,0.999917,17070,1,-2.0438
RPS4Y2,0.90242,0.90292,0.999917,17071,1,-0.76114
ALDH1L2,0.90248,0.90298,0.999917,17072,1,-0.16228
FBXO27,0.90258,0.90308,0.999917,17073,1,-0.069922
FAM83A,0.90266,0.90316,0.999917,17074,1,-1.3873
PSME3,0.90272,0.90321,0.999917,17075,1,-0.40474
TMEM42,0.90287,0.90336,0.999917,17076,1,-0.92356
YBX2,0.90295,0.90342,0.999917,17077,1,-0.33936
RPL11,0.90297,0.90304,0.999917,17078,0,-1.421
GALK1,0.90309,0.90355,0.999917,17079,1,-0.74102
ART1,0.90312,0.90319,0.999917,17080,0,-1.2933
LAMC1,0.90314,0.90359,0.999917,17081,1,-0.30161
DERL3,0.90319,0.90363,0.999917,17082,1,-0.9547
C1orf123,0.90323,0.90368,0.999917,17083,1,-0.13394
KIF1B,0.90328,0.90372,0.999917,17084,1,-0.12707
KRT33A,0.90331,0.90374,0.999917,17085,1,-2.191
ZNF705G,0.90346,0.90389,0.999917,17086,1,-1.1514
PAFAH1B3,0.90351,0.90392,0.999917,17087,1,-1.4573
QKI,0.90352,0.90394,0.999917,17088,1,-0.12176
CPB1,0.90367,0.90408,0.999917,17089,1,-0.93341
SCMH1,0.90379,0.90419,0.999917,17090,1,-1.3013
SEPTIN1,0.90383,0.90422,0.999917,17091,1,-2.5007
BNC1,0.90384,0.90423,0.999917,17092,1,-1.3663
ADAD2,0.90395,0.90432,0.999917,17093,1,-1.6873
CLK1,0.90404,0.90441,0.999917,17094,1,-0.23778
FREM2,0.90412,0.90447,0.999917,17095,1,-4.2755
LENG1,0.90416,0.90452,0.999917,17096,1,-0.74349
C1GALT1C1L,0.90428,0.90463,0.999917,17097,1,-0.1929
ODF3B,0.90453,0.90484,0.999917,17098,1,-0.55426
ATP6V1C1,0.90457,0.90488,0.999917,17099,1,-1.9582
NDUFA9,0.90457,0.90488,0.999917,17100,1,-2.6423
EME1,0.90463,0.90494,0.999917,17101,1,-0.39171
LDB1,0.90467,0.90498,0.999917,17102,1,-2.0691
PRKCQ,0.90472,0.90502,0.999917,17103,1,0.14962
DCAF12L2,0.90483,0.90511,0.999917,17104,1,-0.9939
DCPS,0.90492,0.90519,0.999917,17105,1,0.43023
FZD5,0.90492,0.9052,0.999917,17106,1,0.086516
CHMP2B,0.90493,0.90521,0.999917,17107,1,-1.6672
SPESP1,0.90496,0.90523,0.999917,17108,1,-0.070535
ATP2A3,0.90498,0.90525,0.999917,17109,1,-1.4778
LRRC48,0.90509,0.90535,0.999917,17110,1,-0.84935
ZNF223,0.90509,0.90518,0.999917,17111,0,-2.6081
MSMO1,0.90529,0.90555,0.999917,17112,1,-3.6842
TAF6L,0.9053,0.90556,0.999917,17113,1,-2.2442
PRDX1,0.90537,0.90562,0.999917,17114,1,-1.7192
ELOVL2,0.90549,0.90574,0.999917,17115,1,-2.3985
TNNT3,0.90552,0.90576,0.999917,17116,1,-0.016716
FUT2,0.90567,0.90591,0.999917,17117,1,-0.37521
EAF2,0.90568,0.90592,0.999917,17118,1,-1.7837
FGF4,0.90574,0.90597,0.999917,17119,1,-0.087906
SLC12A7,0.90607,0.90627,0.999917,17120,1,-0.66334
MTHFD1L,0.90611,0.90631,0.999917,17121,1,-1.5374
TNPO3,0.90617,0.90636,0.999917,17122,1,-0.60914
CCDC22,0.90623,0.90641,0.999917,17123,1,-0.24525
DEFB130,0.90627,0.90645,0.999917,17124,1,0.075473
RAB6C,0.9063,0.90648,0.999917,17125,1,-1.9568
IDH2,0.90637,0.90654,0.999917,17126,1,-0.62243
KLHL3,0.90637,0.90654,0.999917,17127,1,-0.035165
ZNF806,0.90638,0.90656,0.999917,17128,1,-1.1444
TXNIP,0.90639,0.90657,0.999917,17129,1,-1.2297
AQP5,0.9064,0.90657,0.999917,17130,1,-0.97753
B4GAT1,0.90651,0.90668,0.999917,17131,1,-1.7719
ZBTB8A,0.90653,0.9067,0.999917,17132,1,-0.41346
CPOX,0.90655,0.90672,0.999917,17133,1,-0.78192
B4GALT2,0.90672,0.90689,0.999917,17134,1,-1.4143
FEM1A,0.90675,0.90691,0.999917,17135,1,-1.4214
AQR,0.9068,0.9069,0.999917,17136,0,-1.9616
C17orf75,0.90682,0.90699,0.999917,17137,1,-0.80286
CACNA2D2,0.90686,0.90703,0.999917,17138,1,-1.9279
TPRN,0.90689,0.90706,0.999917,17139,1,-2.4526
HES4,0.90692,0.9071,0.999917,17140,1,-1.8007
AURKA,0.90694,0.90672,0.999917,17141,0,-3.1387
GRIA4,0.90702,0.90719,0.999917,17142,1,-1.3915
DRC1,0.90706,0.90722,0.999917,17143,1,-2.7046
DNAI2,0.90711,0.90728,0.999917,17144,1,-0.66709
FSHR,0.90737,0.90753,0.999917,17145,1,-2.156
PTGES,0.90742,0.90757,0.999917,17146,1,-1.0414
ZBTB5,0.90752,0.90766,0.999917,17147,1,-1.5392
PRR27,0.90754,0.90768,0.999917,17148,1,-0.02344
PTHLH,0.90763,0.90775,0.999917,17149,1,-0.25214
MYL4,0.90771,0.90783,0.999917,17150,1,-1.7864
ANKRD55,0.90778,0.90789,0.999917,17151,1,-0.21522
CT47A11,0.90793,0.90802,0.999917,17152,1,-0.44036
BHLHE22,0.908,0.90808,0.999917,17153,1,0.14308
DEFB126,0.90801,0.9081,0.999917,17154,1,-1.5374
ALG1,0.90802,0.90811,0.999917,17155,0,-2.8152
RPL12,0.90802,0.90811,0.999917,17156,0,-1.6894
CCDC96,0.90803,0.90811,0.999917,17157,1,-0.34766
CLDN7,0.90813,0.9082,0.999917,17158,1,0.080566
MMP23B,0.90816,0.90823,0.999917,17159,1,0.19165
PASD1,0.90823,0.90828,0.999917,17160,1,-0.29297
IAH1,0.9083,0.90836,0.999917,17161,1,-0.22584
HIST2H2AC,0.90857,0.90861,0.999917,17162,1,-1.6614
MND1,0.90857,0.90861,0.999917,17163,1,-0.44482
EIF3D,0.90857,0.90861,0.999917,17164,1,-1.7185
FIGN,0.90857,0.90861,0.999917,17165,1,-2.9062
DYNLRB2,0.90857,0.90861,0.999917,17166,1,-2.1333
UBE2D3,0.90857,0.90861,0.999917,17167,1,-1.3043
EIF2B4,0.90857,0.90861,0.999917,17168,1,-1.0565
LSM3,0.90857,0.90861,0.999917,17169,1,-1.5158
BUB1,0.90857,0.90861,0.999917,17170,1,-1.0712
RBM41,0.90888,0.90889,0.999917,17171,1,-1.2572
FSIP2,0.90889,0.90891,0.999917,17172,1,-0.1538
PACSIN2,0.90908,0.90909,0.999917,17173,1,-1.0492
ERH,0.90909,0.90885,0.999917,17174,0,-1.7669
CFTR,0.90912,0.90914,0.999917,17175,1,-2.0868
RGS14,0.90929,0.90931,0.999917,17176,1,-0.22759
LPGAT1,0.90936,0.90937,0.999917,17177,1,-0.52702
DEPDC5,0.90937,0.90939,0.999917,17178,1,-0.92645
HIST1H2AC,0.90938,0.90951,0.999917,17179,0,-0.50612
GSE1,0.90943,0.90944,0.999917,17180,1,0.14497
DLST,0.9095,0.90949,0.999917,17181,1,-0.8794
ATP5G2,0.9095,0.9095,0.999917,17182,1,-0.50079
KIF3B,0.90957,0.90957,0.999917,17183,1,-2.4325
HEG1,0.90977,0.90975,0.999917,17184,1,-1.8301
RNF4,0.90981,0.90978,0.999917,17185,1,-1.4919
CHRNA7,0.90983,0.90981,0.999917,17186,1,-0.33667
PFDN5,0.90992,0.91005,0.999917,17187,0,-1.9511
ALG9,0.90996,0.90994,0.999917,17188,1,-0.59652
RASL12,0.91012,0.91008,0.999917,17189,1,-1.5875
ZMYM1,0.91013,0.91009,0.999917,17190,1,-0.026965
FBXO22,0.91016,0.91012,0.999917,17191,1,-0.15639
ZNF569,0.91017,0.91013,0.999917,17192,1,-2.1253
POLR2G,0.91018,0.91014,0.999917,17193,1,-1.7394
GNG2,0.91019,0.91015,0.999917,17194,1,-0.82735
NOD1,0.91028,0.91024,0.999917,17195,1,-1.5748
PRB3,0.91034,0.91029,0.999917,17196,1,-0.30232
DPP3,0.91042,0.91035,0.999917,17197,1,-0.56618
NPC1L1,0.91048,0.91043,0.999917,17198,1,-0.34035
MS4A12,0.91048,0.91043,0.999917,17199,1,-1.3014
IFI44L,0.91049,0.91044,0.999917,17200,1,0.050122
MRAS,0.91053,0.91047,0.999917,17201,1,-1.9699
EEF1B2,0.91056,0.91051,0.999917,17202,1,-1.6405
NDUFA13,0.91074,0.91069,0.999917,17203,1,-0.018439
FATE1,0.91076,0.91071,0.999917,17204,1,-0.17211
ENPP4,0.91089,0.91084,0.999917,17205,1,-0.1386
SPRR2E,0.91092,0.91086,0.999917,17206,1,-1.7957
SLCO1B3,0.91093,0.91087,0.999917,17207,1,-1.0101
NPPC,0.9112,0.91114,0.999917,17208,1,-3.5719
GDPD3,0.91122,0.91116,0.999917,17209,1,-0.17604
UPB1,0.91126,0.9112,0.999917,17210,1,-0.79019
TM4SF19,0.91127,0.91121,0.999917,17211,1,-0.40412
DVL3,0.91129,0.91123,0.999917,17212,1,-1.5473
AGO3,0.9113,0.91124,0.999917,17213,1,-1.5243
SEPTIN5,0.91136,0.9113,0.999917,17214,1,-0.88342
ARF1,0.9114,0.91134,0.999917,17215,1,-1.5859
SNX15,0.91146,0.9114,0.999917,17216,1,-1.9107
NPTX1,0.9115,0.91144,0.999917,17217,1,-0.18142
INSL4,0.91153,0.91147,0.999917,17218,1,-1.3439
QPRT,0.91171,0.91164,0.999917,17219,1,-0.023564
LCE1E,0.91172,0.91166,0.999917,17220,1,0.061308
KIAA0319L,0.91177,0.9117,0.999917,17221,1,-0.35334
STYX,0.9118,0.91174,0.999917,17222,1,-3.8959
ABCA12,0.91188,0.91181,0.999917,17223,1,-0.13773
PAK1,0.91192,0.91186,0.999917,17224,1,-2.2343
SH3TC2,0.91197,0.9119,0.999917,17225,1,-0.83802
TMEM116,0.91199,0.91192,0.999917,17226,1,-0.88437
OR4F29,0.9121,0.91221,0.999917,17227,0,-2.4567
NBPF10,0.9121,0.91221,0.999917,17228,0,-1.3017
KRTAP4-5,0.91212,0.91204,0.999917,17229,1,-0.92535
TRIM10,0.91218,0.9121,0.999917,17230,1,-0.23518
PP2D1,0.91223,0.91214,0.999917,17231,1,-0.936
NFU1,0.91224,0.91215,0.999917,17232,1,-2.7546
FAM135B,0.91229,0.91218,0.999917,17233,1,-2.2405
C11orf68,0.91234,0.91224,0.999917,17234,1,-0.63627
C6orf7,0.91235,0.91225,0.999917,17235,1,-0.87371
PDE4D,0.91239,0.91229,0.999917,17236,1,-2.133
PTCH1,0.91241,0.91232,0.999917,17237,1,-1.2898
RPRM,0.91242,0.91232,0.999917,17238,1,0.042876
PTF1A,0.91243,0.91233,0.999917,17239,1,-0.46096
MLX,0.91244,0.91234,0.999917,17240,1,0.1923
DBNDD1,0.91248,0.91238,0.999917,17241,1,-2.5303
TBC1D3H,0.9128,0.91268,0.999917,17242,1,-0.72099
CBX3,0.9128,0.91268,0.999917,17243,1,-2.2475
UGGT2,0.9128,0.91268,0.999917,17244,1,-0.56338
PLK4,0.9128,0.91268,0.999917,17245,1,-1.4611
ARFRP1,0.9128,0.91268,0.999917,17246,1,-1.6085
WSB1,0.9128,0.91268,0.999917,17247,1,-0.99302
LYPD6B,0.9128,0.91268,0.999917,17248,1,-0.39054
NAGS,0.9128,0.91268,0.999917,17249,1,-0.91426
DFNB59,0.9128,0.91268,0.999917,17250,1,-1.4937
ARRB2,0.91311,0.91296,0.999917,17251,1,-1.744
ZNF275,0.91317,0.91302,0.999917,17252,1,-2.6495
CFHR1,0.9132,0.91305,0.999917,17253,1,-0.63862
RPL37A,0.91326,0.91338,0.999917,17254,0,-2.6845
PPP3R1,0.91332,0.91317,0.999917,17255,1,-0.9216
SNTG1,0.91339,0.91324,0.999917,17256,1,-2.2775
B3GNT3,0.91341,0.91326,0.999917,17257,1,-0.85329
PREPL,0.91342,0.91327,0.999917,17258,1,-0.33492
PPME1,0.91343,0.91328,0.999917,17259,1,-0.059198
ZBED8,0.91344,0.91329,0.999917,17260,1,-0.29505
GPR6,0.91352,0.91336,0.999917,17261,1,-0.32944
CD300LB,0.91355,0.9134,0.999917,17262,1,-0.43219
ADGRG1,0.91361,0.91345,0.999917,17263,1,-1.2894
ACAP3,0.91367,0.91351,0.999917,17264,1,-0.55971
IFI35,0.91368,0.91352,0.999917,17265,1,0.04448
DRD4,0.91371,0.91354,0.999917,17266,1,-0.00022019
MDH2,0.91371,0.91355,0.999917,17267,1,-0.52457
E2F6,0.91384,0.91393,0.999917,17268,0,-0.84532
LYG1,0.91384,0.91367,0.999917,17269,1,-0.38188
GLIPR1L2,0.91387,0.9137,0.999917,17270,1,-0.58202
FAM71F1,0.91393,0.91377,0.999917,17271,1,-0.0081155
TPRG1,0.91397,0.91381,0.999917,17272,1,-0.38637
METTL10,0.91406,0.9139,0.999917,17273,1,0.24171
GLIS2,0.91408,0.91391,0.999917,17274,1,-0.68518
RDH13,0.91415,0.91398,0.999917,17275,1,-0.7505
KIF6,0.91419,0.91401,0.999917,17276,1,-2.0158
C1orf54,0.91426,0.91407,0.999917,17277,1,-0.25145
FBXL2,0.91428,0.9141,0.999917,17278,1,-1.0341
LILRA4,0.91429,0.91411,0.999917,17279,1,-0.58995
PDE6D,0.91433,0.91415,0.999917,17280,1,-1.6911
CYP3A4,0.91446,0.91427,0.999917,17281,1,-0.34618
TPM1,0.91447,0.91428,0.999917,17282,1,-1.4159
SIK2,0.91448,0.91429,0.999917,17283,1,-0.48021
AGAP6,0.91461,0.9147,0.999917,17284,0,-1.0447
EMC7,0.91461,0.9147,0.999917,17285,0,-3.7981
ZNF562,0.91469,0.91451,0.999917,17286,1,-0.19251
GOLGB1,0.91473,0.91455,0.999917,17287,1,-0.60447
CBWD6,0.91473,0.91482,0.999917,17288,0,-0.24065
MYT1L,0.91476,0.91457,0.999917,17289,1,-0.72113
RPN1,0.91478,0.91487,0.999917,17290,0,-1.5304
ZNF22,0.91481,0.9149,0.999917,17291,0,-2.6306
CACNA1D,0.91504,0.91484,0.999917,17292,1,-0.63545
LRRC75B,0.91508,0.91488,0.999917,17293,1,-0.19764
CTPS1,0.9151,0.91491,0.999917,17294,1,-0.73702
IRS2,0.91512,0.91493,0.999917,17295,1,-0.40586
CEP89,0.91518,0.91498,0.999917,17296,1,-0.89114
TIMELESS,0.9152,0.915,0.999917,17297,1,-0.062154
YTHDF1,0.9154,0.91521,0.999917,17298,1,-2.5948
PPIAL4D,0.91556,0.91562,0.999917,17299,0,-2.488
PRCP,0.91557,0.91538,0.999917,17300,1,0.13942
RFC1,0.9157,0.91553,0.999917,17301,0,-2.9944
DUSP8,0.9158,0.9156,0.999917,17302,1,-0.32337
FAM89A,0.91581,0.91561,0.999917,17303,1,0.10014
DGCR14,0.91584,0.91564,0.999917,17304,1,-0.48815
FADS1,0.9159,0.91569,0.999917,17305,1,-0.84675
SLC22A13,0.91595,0.91574,0.999917,17306,1,-0.81316
LOC101929372,0.91604,0.91584,0.999917,17307,1,-0.5179
HAO1,0.91609,0.91589,0.999917,17308,1,-0.62452
AAED1,0.91615,0.91594,0.999917,17309,1,-0.65807
PRR25,0.91618,0.91597,0.999917,17310,1,-1.2222
UCK2,0.91625,0.91603,0.999917,17311,1,-0.56324
OR51G2,0.9163,0.91609,0.999917,17312,1,-0.99957
FLYWCH1,0.91636,0.91615,0.999917,17313,1,-2.6456
C5orf34,0.91646,0.91624,0.999917,17314,1,-0.5994
ZSCAN30,0.91654,0.91633,0.999917,17315,1,-0.95567
SEMA3C,0.91655,0.91635,0.999917,17316,1,-0.096659
DUSP7,0.91658,0.91638,0.999917,17317,1,-0.96154
GYG1,0.91659,0.91638,0.999917,17318,1,-0.43865
MALL,0.9166,0.91641,0.999917,17319,1,-1.2809
THNSL2,0.91665,0.91646,0.999917,17320,1,-0.32566
SHCBP1L,0.9167,0.91651,0.999917,17321,1,-1.6098
IFNA6,0.91676,0.91656,0.999917,17322,1,-0.84365
HSPA14,0.91684,0.91664,0.999917,17323,0,-1.4766
C17orf53,0.91686,0.91665,0.999917,17324,0,-1.917
PTPRR,0.91692,0.91672,0.999917,17325,0,-0.92344
KRT77,0.91693,0.91673,0.999917,17326,0,-3.0989
NTNG1,0.91695,0.91674,0.999917,17327,0,-0.60909
SYT12,0.91698,0.91678,0.999917,17328,0,-1.0732
ARHGAP22,0.91701,0.9171,0.999917,17329,0,-0.76726
KYNU,0.91703,0.91683,0.999917,17330,0,-0.71073
MAPRE2,0.91705,0.91685,0.999917,17331,0,0.038928
NPPA,0.91714,0.91694,0.999917,17332,0,-1.2212
RFK,0.91716,0.91696,0.999917,17333,0,-0.072374
CT45A1,0.91723,0.91702,0.999917,17334,0,-0.52517
PCDHGA3,0.91731,0.91711,0.999917,17335,0,-0.87164
DOCK10,0.91735,0.91716,0.999917,17336,0,-0.85701
RIMBP3C,0.9174,0.91722,0.999917,17337,0,-0.39806
EMX1,0.91743,0.91724,0.999917,17338,0,-0.48632
NMB,0.91744,0.91726,0.999917,17339,0,-1.8128
ZNHIT6,0.91752,0.91764,0.999917,17340,0,-2.7965
SETDB1,0.91755,0.91737,0.999917,17341,0,-0.32932
ZBTB34,0.91761,0.91743,0.999917,17342,0,-0.017697
PPP1R15B,0.91762,0.91774,0.999917,17343,0,-1.3882
ANKRD46,0.9177,0.9175,0.999917,17344,0,-0.74375
FBXL8,0.9177,0.91751,0.999917,17345,0,-0.17388
CD33,0.91771,0.91751,0.999917,17346,0,-0.51292
ZNF354B,0.91785,0.91764,0.999917,17347,0,-0.58817
TNFRSF4,0.91791,0.9177,0.999917,17348,0,-0.49169
TMEM167A,0.91792,0.91771,0.999917,17349,0,-0.68615
CPSF4L,0.91799,0.91777,0.999917,17350,0,0.14637
C5orf15,0.918,0.91779,0.999917,17351,0,-0.35366
RGPD5,0.91802,0.9178,0.999917,17352,0,-0.70437
RAD9B,0.91803,0.9178,0.999917,17353,0,-0.64072
MTR,0.91804,0.91781,0.999917,17354,0,-0.41399
PPP1R3G,0.91809,0.91788,0.999917,17355,0,-0.33598
UGT2B28,0.91811,0.9179,0.999917,17356,0,-0.49796
LOC100129520,0.91815,0.91794,0.999917,17357,0,-0.33746
LDHA,0.91816,0.91796,0.999917,17358,0,-1.0043
PCMTD2,0.91817,0.91797,0.999917,17359,0,-0.95801
SLC11A1,0.91831,0.9181,0.999917,17360,0,-0.58793
SETD7,0.91846,0.91825,0.999917,17361,0,-0.9295
ZNF280D,0.91846,0.91825,0.999917,17362,0,-0.92771
ZNF597,0.9185,0.9183,0.999917,17363,0,-1.623
C1orf50,0.91854,0.91834,0.999917,17364,0,-0.83087
FFAR3,0.91855,0.91835,0.999917,17365,0,-1.7764
JAM2,0.91862,0.91842,0.999917,17366,0,-2.7766
HAUS5,0.91862,0.91871,0.999917,17367,0,-1.4047
RPS14,0.91862,0.91871,0.999917,17368,0,-1.6621
SIN3A,0.91879,0.9186,0.999917,17369,0,-0.74712
FAM109A,0.91883,0.91865,0.999917,17370,0,-0.69369
FAM50A,0.91884,0.91866,0.999917,17371,0,-2.1996
SLC31A1,0.91886,0.91867,0.999917,17372,0,-0.015591
PDE4DIP,0.91891,0.919,0.999917,17373,0,-1.4531
CMIP,0.91892,0.91872,0.999917,17374,0,-0.34623
CD40LG,0.91893,0.91873,0.999917,17375,0,-0.70315
PDE6G,0.91896,0.91877,0.999917,17376,0,-1.2116
SLAIN2,0.91899,0.9188,0.999917,17377,0,-0.31732
ZNF674,0.919,0.91881,0.999917,17378,0,0.18761
SERPINA9,0.91902,0.91882,0.999917,17379,0,-0.76336
UTP20,0.91904,0.91912,0.999917,17380,0,-2.7851
METAP2,0.91907,0.91889,0.999917,17381,0,-1.285
FAM81A,0.91916,0.91898,0.999917,17382,0,-1.1741
LHX6,0.91917,0.91899,0.999917,17383,0,-0.35874
OR56A3,0.91918,0.91899,0.999917,17384,0,-0.55358
DNM3,0.91923,0.91904,0.999917,17385,0,-1.1909
NIPSNAP3B,0.91942,0.91923,0.999917,17386,0,-0.31745
SPECC1L,0.91945,0.91927,0.999917,17387,0,-0.77692
PLEKHG6,0.91947,0.91929,0.999917,17388,0,-0.58035
UPF3A,0.91951,0.91933,0.999917,17389,0,-1.1357
KIAA1045,0.91955,0.91937,0.999917,17390,0,-1.5862
STYK1,0.91955,0.91962,0.999917,17391,0,-0.69223
RBM25,0.91955,0.91962,0.999917,17392,0,-1.1119
H6PD,0.91956,0.91939,0.999917,17393,0,-0.056409
MAN2A2,0.91957,0.91939,0.999917,17394,0,-0.63973
CCR5,0.91959,0.91942,0.999917,17395,0,-0.71409
ETV6,0.91965,0.91948,0.999917,17396,0,-0.95971
ZNF559-ZNF177,0.91966,0.91948,0.999917,17397,0,-0.97835
TMEM184B,0.91973,0.91955,0.999917,17398,0,-0.5455
SIX5,0.91982,0.91963,0.999917,17399,0,-2.5093
RAD54L2,0.91985,0.91966,0.999917,17400,0,-0.12605
GPRIN2,0.91987,0.91969,0.999917,17401,0,0.13988
PLA2R1,0.92003,0.91985,0.999917,17402,0,-0.39552
SPINT3,0.92005,0.91987,0.999917,17403,0,-1.7399
HAUS1,0.92009,0.92016,0.999917,17404,0,-0.75577
STK25,0.92012,0.91993,0.999917,17405,0,-1.4067
CLUH,0.92013,0.91994,0.999917,17406,0,-2.622
FBXL13,0.92015,0.91996,0.999917,17407,0,-1.0177
AXDND1,0.92021,0.92003,0.999917,17408,0,-0.18103
TRAF3IP3,0.92025,0.92006,0.999917,17409,0,-2.7211
EP400,0.92029,0.9201,0.999917,17410,0,-1.1168
BCAS1,0.92033,0.92014,0.999917,17411,0,-2.343
ROCK2,0.92034,0.92014,0.999917,17412,0,-1.3258
USP17L19,0.9204,0.92048,0.999917,17413,0,-0.39734
SELK,0.92054,0.92034,0.999917,17414,0,-2.716
PTK7,0.92064,0.92045,0.999917,17415,0,-0.44621
C16orf89,0.92071,0.92052,0.999917,17416,0,0.058405
SDHC,0.92075,0.92055,0.999917,17417,0,-2.8687
FHL1,0.92076,0.92056,0.999917,17418,0,-0.68161
TCTE3,0.92078,0.92058,0.999917,17419,0,-0.68137
STK39,0.9208,0.92059,0.999917,17420,0,-1.8299
PPP1R13B,0.92082,0.92062,0.999917,17421,0,-0.36059
JDP2,0.92085,0.92064,0.999917,17422,0,-1.9724
STK32B,0.9209,0.92069,0.999917,17423,0,-0.25689
PLA2G6,0.92103,0.92083,0.999917,17424,0,-0.22154
ZCCHC2,0.92107,0.92087,0.999917,17425,0,0.14041
PRSS35,0.92107,0.92088,0.999917,17426,0,-1.1779
MSL3,0.92109,0.9209,0.999917,17427,0,-0.088337
SFI1,0.9211,0.9209,0.999917,17428,0,-1.5205
IFT172,0.92122,0.92104,0.999917,17429,0,-1.8135
NUBP2,0.92136,0.92117,0.999917,17430,0,-0.98087
TFDP1,0.92137,0.92117,0.999917,17431,0,-2.9361
C12orf76,0.92141,0.92122,0.999917,17432,0,-0.54309
PTRH1,0.92145,0.92151,0.999917,17433,0,-4.5801
FAM72D,0.92155,0.92136,0.999917,17434,0,-0.14823
C14orf28,0.92158,0.92138,0.999917,17435,0,-2.6329
LOC554223,0.92162,0.92143,0.999917,17436,0,-0.34618
ADGRL2,0.92165,0.92146,0.999917,17437,0,-2.7087
METTL15,0.92168,0.92148,0.999917,17438,0,-1.2172
STAMBPL1,0.92172,0.92153,0.999917,17439,0,-1.8726
OR10J1,0.92179,0.9216,0.999917,17440,0,-2.3506
URGCP,0.92183,0.92164,0.999917,17441,0,-1.7766
NOL4L,0.92183,0.92164,0.999917,17442,0,-2.3582
HTN3,0.92186,0.92167,0.999917,17443,0,-2.3356
C16orf72,0.92189,0.92171,0.999917,17444,0,-0.72234
C1orf100,0.9219,0.92171,0.999917,17445,0,-1.5875
LPAR6,0.92196,0.92177,0.999917,17446,0,-0.83336
TRPM7,0.92201,0.92246,0.999917,17447,0,-2.3628
TMBIM1,0.92206,0.92188,0.999917,17448,0,-0.50142
CD8B,0.92208,0.92189,0.999917,17449,0,-1.1575
HIST1H3F,0.92208,0.9219,0.999917,17450,0,-0.5245
NCAPH,0.92209,0.92191,0.999917,17451,0,-0.54378
DYNLT3,0.92211,0.92193,0.999917,17452,0,-0.52645
DMRT2,0.92221,0.92204,0.999917,17453,0,-1.6397
FAM73A,0.92223,0.92208,0.999917,17454,0,-2.0648
COX6B1,0.92231,0.92239,0.999917,17455,0,-2.2105
SPOP,0.92241,0.92225,0.999917,17456,0,-1.8927
F2RL2,0.92243,0.92227,0.999917,17457,0,-0.96209
ALDH6A1,0.92244,0.92228,0.999917,17458,0,-1.2844
BZRAP1,0.92245,0.92229,0.999917,17459,0,-0.70205
KCND3,0.92248,0.92232,0.999917,17460,0,-0.06377
COQ10A,0.92249,0.9226,0.999917,17461,0,-2.314
KRTAP10-9,0.92252,0.92236,0.999917,17462,0,0.044324
OR8K5,0.92256,0.9224,0.999917,17463,0,-0.54265
CNGA3,0.92267,0.92279,0.999917,17464,0,-1.6429
POSTN,0.9227,0.92256,0.999917,17465,0,-2.3643
