id,negative selection score,negative selection p-value,negative selection rank
LIMK2,0.77624,0.77646,15034
POLR2E,0.77627,0.77649,15035
CENPT,0.77636,0.77657,15036
OR4K14,0.77641,0.77662,15037
CCL4,0.77646,0.77668,15038
TMPRSS11E,0.77649,0.77671,15039
GPR35,0.77655,0.77677,15040
SOX2,0.77658,0.7768,15041
NEK10,0.77659,0.77682,15042
TMEM244,0.77661,0.77683,15043
C2orf42,0.77669,0.7769,15044
C1orf229,0.77682,0.77704,15045
SELM,0.77689,0.77711,15046
NWD1,0.77696,0.77717,15047
TBX5,0.77698,0.77719,15048
FSHB,0.77702,0.77723,15049
CA11,0.7771,0.7773,15050
SLC25A40,0.77712,0.77731,15051
CCDC84,0.77715,0.77734,15052
LHPP,0.7773,0.77748,15053
C11orf40,0.77737,0.77755,15054
ADNP,0.77748,0.77769,15055
ETFB,0.77751,0.77771,15056
OR56B1,0.77753,0.77773,15057
CGN,0.77759,0.77779,15058
UAP1L1,0.77765,0.77784,15059
LRRIQ1,0.7777,0.77789,15060
EPHA6,0.77774,0.77793,15061
YAE1D1,0.77779,0.77798,15062
LYPD3,0.7778,0.778,15063
AES,0.77783,0.77802,15064
SPSB4,0.77787,0.77806,15065
ELMO3,0.7779,0.77808,15066
SPTLC1,0.77793,0.77811,15067
LRRK2,0.77797,0.77817,15068
RAB15,0.77799,0.77819,15069
TNFRSF21,0.778,0.7782,15070
WDFY1,0.77806,0.77825,15071
IL18BP,0.77808,0.77827,15072
ZNF596,0.77811,0.77829,15073
TTYH1,0.77814,0.77833,15074
C19orf82,0.77817,0.77836,15075
TYW5,0.77832,0.7785,15076
KRT6B,0.77837,0.77855,15077
TMEM126A,0.77854,0.77872,15078
KANK2,0.77855,0.77875,15079
STRAP,0.7786,0.77878,15080
HNRNPF,0.77867,0.77886,15081
DSCR4,0.7787,0.77889,15082
C17orf100,0.7789,0.7791,15083
PIM2,0.77893,0.77913,15084
ZSCAN32,0.77895,0.77915,15085
ZFC3H1,0.77904,0.77923,15086
DPP3,0.77911,0.7793,15087
SLC35C2,0.77915,0.77935,15088
ARHGAP39,0.77919,0.77939,15089
FAH,0.77921,0.7794,15090
ILK,0.77922,0.77941,15091
GREB1L,0.77931,0.77951,15092
ASB14,0.77942,0.77962,15093
LRRC19,0.77947,0.77967,15094
KCNK5,0.7795,0.77971,15095
PROCR,0.77957,0.77977,15096
SLC25A10,0.77966,0.77985,15097
KRT40,0.77974,0.77995,15098
SPATS2L,0.77981,0.78001,15099
LEPR,0.77983,0.78003,15100
ZNF235,0.77986,0.78006,15101
BLMH,0.77988,0.78007,15102
C22orf46,0.77989,0.7801,15103
ANKS3,0.77991,0.78011,15104
SERINC3,0.77992,0.78013,15105
FSTL4,0.77994,0.78014,15106
HES5,0.77997,0.78018,15107
SOX4,0.77998,0.78019,15108
MRPL48,0.78,0.78021,15109
SEC16B,0.78001,0.78023,15110
GARNL3,0.78013,0.78034,15111
ADAM18,0.78015,0.78035,15112
PRRX2,0.7803,0.7805,15113
TIMM10B,0.78045,0.78066,15114
NUP93,0.78048,0.78069,15115
FER1L6,0.7805,0.7807,15116
HMSD,0.78057,0.78078,15117
YPEL2,0.7806,0.78081,15118
SHPK,0.78072,0.78094,15119
LOC440243,0.78075,0.78033,15120
CERS1,0.7808,0.78102,15121
CEP72,0.78084,0.78106,15122
AJAP1,0.78088,0.7811,15123
INPP4B,0.78096,0.78118,15124
PGM5,0.78101,0.78124,15125
BTF3,0.78113,0.78136,15126
KRTAP16-1,0.7812,0.78143,15127
LRRIQ4,0.7813,0.78153,15128
SGOL1,0.78131,0.78154,15129
SPAG1,0.78136,0.7816,15130
EPX,0.78143,0.78168,15131
GPR6,0.78154,0.78178,15132
PLEKHA7,0.78157,0.78182,15133
KRT76,0.78161,0.78186,15134
FAM86B2,0.78166,0.78126,15135
TMIGD1,0.78171,0.78196,15136
FAM186A,0.78175,0.78201,15137
EEF2,0.78178,0.78205,15138
SPAG7,0.7818,0.78206,15139
HIP1,0.78181,0.78207,15140
SGIP1,0.78193,0.78219,15141
FNBP1L,0.78211,0.78237,15142
AP4E1,0.78214,0.78242,15143
SOHLH1,0.78217,0.78244,15144
FRRS1,0.7822,0.78247,15145
FYCO1,0.78228,0.78254,15146
SLC22A9,0.78247,0.78273,15147
EMX1,0.7825,0.78275,15148
PRF1,0.78252,0.78277,15149
MYF5,0.78255,0.7828,15150
EXOC1,0.78266,0.78292,15151
CPNE3,0.78279,0.78305,15152
CTNS,0.78282,0.78308,15153
GNAL,0.78285,0.78311,15154
DTYMK,0.78286,0.78312,15155
C8orf34,0.78291,0.78317,15156
CCNT2,0.78292,0.78318,15157
LSM10,0.78294,0.7832,15158
KATNAL2,0.78295,0.78321,15159
PMM2,0.78297,0.78323,15160
MSANTD4,0.78298,0.78324,15161
ZIM2,0.783,0.78349,15162
LACRT,0.78306,0.78331,15163
KLK11,0.78325,0.7835,15164
CPLX1,0.78327,0.78351,15165
TTC39A,0.7833,0.78355,15166
ZFYVE27,0.78337,0.78362,15167
IRAK2,0.78346,0.78373,15168
APOF,0.78351,0.78377,15169
DDAH1,0.78351,0.78377,15170
CENPO,0.78354,0.7838,15171
CT62,0.78357,0.78383,15172
CLDN17,0.78362,0.78388,15173
AMBN,0.78375,0.78401,15174
ZFR,0.78378,0.78404,15175
FURIN,0.78391,0.78418,15176
ZNHIT1,0.78393,0.78418,15177
C14orf105,0.78397,0.78423,15178
KCNA7,0.78399,0.78425,15179
RND3,0.78406,0.78431,15180
CLEC1B,0.7841,0.78435,15181
ULBP3,0.78433,0.78457,15182
RASD1,0.78436,0.7846,15183
SFT2D2,0.78438,0.78462,15184
RAB43,0.78446,0.78471,15185
FOXI3,0.78448,0.78472,15186
IARS2,0.78456,0.7848,15187
AGRN,0.78458,0.78483,15188
WDR43,0.78461,0.78486,15189
ADH7,0.78466,0.7849,15190
PIP4K2A,0.7847,0.78494,15191
RAG2,0.78485,0.78509,15192
RABL6,0.78495,0.78518,15193
SHISA6,0.78498,0.78521,15194
FAM133A,0.78504,0.78527,15195
LRCH1,0.78516,0.7854,15196
UPF3A,0.78518,0.78541,15197
NUDT17,0.78524,0.78548,15198
AKR7A2,0.78527,0.7855,15199
RFC1,0.78536,0.78561,15200
TMEM60,0.7854,0.78565,15201
DCTD,0.78547,0.78572,15202
CENPQ,0.78556,0.78581,15203
C1orf65,0.78558,0.78582,15204
GANAB,0.78561,0.78585,15205
NDRG1,0.78571,0.78597,15206
FAM109A,0.78574,0.78599,15207
TOMM20L,0.78576,0.786,15208
COMMD6,0.78585,0.78609,15209
NSMCE1,0.78588,0.78612,15210
GDPD4,0.78589,0.78613,15211
EMC3,0.7859,0.78614,15212
ADAM10,0.78592,0.78616,15213
PAPD5,0.78596,0.78619,15214
L1CAM,0.78599,0.78622,15215
PRSS46,0.78601,0.78624,15216
RGS14,0.7861,0.78633,15217
C7orf31,0.78619,0.78641,15218
FOXK1,0.78625,0.78647,15219
FUT9,0.78626,0.78649,15220
COA1,0.78651,0.78677,15221
EPSTI1,0.7866,0.78685,15222
CMTR1,0.78662,0.78686,15223
FXYD6-FXYD2,0.78662,0.78594,15224
NCLN,0.78663,0.78688,15225
TMEFF2,0.78667,0.78693,15226
GSG1,0.78675,0.78699,15227
ZFP112,0.78681,0.78706,15228
WDR91,0.78694,0.78718,15229
KLHL38,0.78701,0.78725,15230
MC3R,0.7871,0.78733,15231
SMG6,0.78735,0.78758,15232
VPS18,0.7874,0.78762,15233
CCR5,0.78746,0.78768,15234
TMEM100,0.78749,0.7877,15235
IDNK,0.78756,0.78778,15236
RCSD1,0.78757,0.78779,15237
CCDC121,0.78772,0.78794,15238
FAU,0.78787,0.7881,15239
MDM4,0.78793,0.78815,15240
ARL15,0.78797,0.7882,15241
PRDM2,0.788,0.78823,15242
GNA13,0.78815,0.78838,15243
ATXN2,0.78822,0.78844,15244
TAOK1,0.78824,0.78848,15245
DCAF12L1,0.78827,0.7885,15246
LRRC25,0.78834,0.78857,15247
FIBP,0.78838,0.78862,15248
RPL21,0.78844,0.78867,15249
CCNL2,0.78852,0.78875,15250
MDC1,0.7886,0.78883,15251
KCNIP3,0.78862,0.78885,15252
CLC,0.78866,0.78889,15253
ABT1,0.78868,0.7889,15254
NRGN,0.78871,0.78894,15255
C15orf53,0.78874,0.78897,15256
FOLR3,0.78899,0.78921,15257
MICU3,0.78906,0.78927,15258
CASC3,0.78907,0.78928,15259
LHFPL3,0.78915,0.78935,15260
TEX10,0.78918,0.7894,15261
SRP54,0.78918,0.7894,15262
MYEOV,0.78938,0.7896,15263
EOMES,0.78939,0.78962,15264
RBP3,0.78942,0.78965,15265
ZNF106,0.78956,0.78978,15266
PSME2,0.78957,0.7898,15267
MBTPS2,0.78963,0.78986,15268
SCARB2,0.78973,0.78995,15269
ASB2,0.78979,0.79001,15270
C3orf43,0.78986,0.79008,15271
B4GALNT2,0.78992,0.79013,15272
AQPEP,0.78993,0.79015,15273
LOC100289561,0.78995,0.79016,15274
PGAM4,0.78996,0.79018,15275
HOXD8,0.79001,0.79022,15276
COX6B1,0.79002,0.79023,15277
SIGLEC5,0.79024,0.79047,15278
GCSAM,0.79027,0.7905,15279
EPS15L1,0.79039,0.79062,15280
SGCE,0.7904,0.79062,15281
NHLH1,0.79047,0.7907,15282
PREPL,0.7905,0.79072,15283
HIST1H2BJ,0.79058,0.7908,15284
TFF1,0.79066,0.79087,15285
ACAP2,0.79069,0.7909,15286
INPP5A,0.79074,0.79095,15287
FAM217B,0.79075,0.79096,15288
SLC15A4,0.79078,0.79099,15289
OR4D10,0.79091,0.79112,15290
C11orf71,0.79093,0.79114,15291
MORF4L1,0.79103,0.79124,15292
MFSD6,0.79107,0.79128,15293
POTED,0.79122,0.79152,15294
CDH5,0.79124,0.79146,15295
IFITM3,0.79146,0.7917,15296
GNE,0.79151,0.79173,15297
SDE2,0.79156,0.79179,15298
KIF22,0.79159,0.79182,15299
SLC30A8,0.79164,0.79187,15300
C18orf42,0.79171,0.79194,15301
DPP4,0.79172,0.79196,15302
POU2AF1,0.79177,0.792,15303
TP53RK,0.79187,0.7921,15304
AKAP3,0.7919,0.79213,15305
THSD7A,0.79191,0.79214,15306
C14orf180,0.79196,0.79219,15307
MBOAT1,0.79197,0.79221,15308
COPS2,0.79206,0.7923,15309
SAV1,0.79211,0.79235,15310
SLC39A7,0.79213,0.79237,15311
ZAP70,0.79224,0.79249,15312
CYB5R3,0.79233,0.79259,15313
THRAP3,0.79245,0.79269,15314
PSMB5,0.79247,0.79272,15315
ST6GAL2,0.7925,0.79276,15316
SBK2,0.79261,0.79285,15317
LPXN,0.79263,0.79288,15318
THAP5,0.79265,0.79289,15319
EPHB3,0.79268,0.79292,15320
SPTBN2,0.79269,0.79294,15321
ADAM33,0.79271,0.79295,15322
GLB1L,0.79274,0.79297,15323
PRPF40B,0.79275,0.79299,15324
SLC9B2,0.79281,0.79306,15325
ATP5D,0.79285,0.79309,15326
CEPT1,0.79288,0.79312,15327
AOAH,0.79292,0.79315,15328
CEP112,0.79311,0.79337,15329
C16orf3,0.79324,0.7935,15330
LRRC49,0.79331,0.79357,15331
KRTAP24-1,0.79333,0.79358,15332
FAIM3,0.79334,0.79359,15333
RNF24,0.79341,0.79366,15334
SPIN3,0.79345,0.7937,15335
OR6Y1,0.79347,0.79372,15336
OR5AN1,0.79361,0.79387,15337
HK1,0.79374,0.79399,15338
PPARGC1B,0.79379,0.79403,15339
RBX1,0.7938,0.79405,15340
IMPG1,0.79384,0.7941,15341
CEP89,0.79394,0.79421,15342
NDP,0.79396,0.79422,15343
HES7,0.79402,0.79428,15344
TSEN34,0.79402,0.79428,15345
ATPAF1,0.79406,0.79432,15346
PTPRD,0.7941,0.79437,15347
GRIA1,0.79415,0.79441,15348
DNAJB12,0.79417,0.79443,15349
QRICH1,0.79422,0.79447,15350
MED20,0.79433,0.79457,15351
YWHAB,0.79439,0.79463,15352
C20orf141,0.79442,0.79466,15353
MMP23B,0.79443,0.79468,15354
C7orf33,0.79446,0.79471,15355
SF3A2,0.7945,0.79476,15356
SLMO2,0.79455,0.79481,15357
OR4C12,0.7946,0.79487,15358
VIT,0.79462,0.79488,15359
IGFALS,0.7947,0.79496,15360
C1QTNF1,0.79475,0.79501,15361
EIF4E,0.79482,0.79508,15362
TSC1,0.79486,0.79513,15363
RCE1,0.79498,0.79524,15364
PPAN-P2RY11,0.79499,0.79434,15365
SAMSN1,0.79505,0.79531,15366
EIF2AK2,0.79509,0.79536,15367
PRSS55,0.79512,0.79538,15368
COG3,0.79513,0.7954,15369
OR1J4,0.79515,0.79541,15370
C15orf60,0.79518,0.79543,15371
MTHFSD,0.79521,0.79548,15372
TSHZ2,0.79524,0.79551,15373
L3HYPDH,0.79529,0.79556,15374
LYRM9,0.79531,0.79557,15375
PPM1A,0.79533,0.79561,15376
SSSCA1,0.79535,0.79562,15377
SIGLEC6,0.79541,0.79568,15378
GUCA2A,0.79542,0.79569,15379
SMPD1,0.79543,0.79571,15380
ZMYM5,0.79545,0.79572,15381
ZBTB43,0.79546,0.79574,15382
MDFIC,0.79549,0.79576,15383
CASC10,0.79557,0.79558,15384
MIR205HG,0.79558,0.79585,15385
HGF,0.79573,0.79602,15386
CBX5,0.7958,0.79609,15387
GTPBP8,0.79586,0.79615,15388
HIVEP1,0.79595,0.79624,15389
ASAP3,0.79596,0.79626,15390
MACF1,0.796,0.7963,15391
KRTAP12-4,0.79605,0.79634,15392
XIRP1,0.79608,0.79637,15393
RASGRP2,0.79611,0.79641,15394
ARSA,0.79617,0.79646,15395
KIF24,0.79633,0.79662,15396
NCAPD2,0.79659,0.79689,15397
AURKA,0.79663,0.79693,15398
ZNF644,0.79667,0.79697,15399
LAMC3,0.79676,0.79706,15400
TCTEX1D2,0.79686,0.79716,15401
KEL,0.79696,0.79726,15402
KPTN,0.79698,0.79729,15403
SFI1,0.79701,0.79732,15404
TLDC1,0.7972,0.79751,15405
MAN1A1,0.79725,0.79757,15406
TMEM194A,0.79728,0.7976,15407
NCAPH2,0.7973,0.79761,15408
ZNF638,0.79732,0.79764,15409
SPACA5,0.79735,0.79768,15410
DEFB114,0.7974,0.79771,15411
GAGE12J,0.79741,0.79789,15412
GDF3,0.79752,0.79784,15413
CEP104,0.79758,0.79791,15414
PPFIA3,0.79766,0.79799,15415
NPFF,0.79772,0.79805,15416
NUDT14,0.79786,0.79818,15417
LARGE,0.79789,0.79822,15418
SEMA4C,0.7979,0.79824,15419
OPRL1,0.79793,0.79826,15420
RNPC3,0.79795,0.79828,15421
PPP1R9B,0.79798,0.79831,15422
DUS4L,0.79805,0.79838,15423
VMO1,0.7981,0.79844,15424
ARHGAP18,0.79822,0.79855,15425
TAF15,0.79826,0.7986,15426
ATP6AP1L,0.79827,0.79861,15427
EGFR,0.79829,0.79862,15428
NRDE2,0.79837,0.79872,15429
CLN5,0.79843,0.79877,15430
ANKRD10,0.79846,0.7988,15431
RNF170,0.79854,0.79888,15432
FADS2,0.7986,0.79893,15433
KIF21B,0.79865,0.79899,15434
SP7,0.79874,0.79907,15435
LUZP2,0.79889,0.79923,15436
MCM3,0.79892,0.79926,15437
NAAA,0.79895,0.79928,15438
ATM,0.79902,0.79936,15439
CPSF4,0.79909,0.79943,15440
TTC18,0.79912,0.79945,15441
PLS1,0.79914,0.79948,15442
RNF185,0.79916,0.79949,15443
RNF20,0.79919,0.79953,15444
TOMM7,0.7992,0.79954,15445
LRP2BP,0.79933,0.79966,15446
ARHGEF17,0.79936,0.7997,15447
MRPL32,0.79937,0.79972,15448
PRODH2,0.79962,0.79996,15449
PCNA,0.79968,0.80001,15450
SYNGR3,0.79972,0.80005,15451
MYO16,0.79973,0.80006,15452
DLG4,0.79982,0.80014,15453
HCAR2,0.79986,0.80018,15454
RAD52,0.7999,0.80022,15455
AKAP9,0.7999,0.80022,15456
ZNF354A,0.80001,0.80034,15457
LARP1,0.80004,0.80038,15458
ASF1B,0.80006,0.8004,15459
KRT2,0.80011,0.80045,15460
IL12A,0.80018,0.80053,15461
PAPPA2,0.80035,0.8007,15462
DHRS4L1,0.80036,0.80071,15463
CABLES1,0.80057,0.80092,15464
BFSP2,0.80067,0.80102,15465
TMEM38B,0.8007,0.80104,15466
TMEM150A,0.80078,0.80112,15467
ORAI2,0.80085,0.80118,15468
KCTD9,0.80085,0.80118,15469
LOC643802,0.80091,0.80124,15470
ATF4,0.80106,0.80138,15471
C7orf26,0.80109,0.80141,15472
MAK,0.80127,0.80157,15473
B9D2,0.80136,0.80167,15474
TRIM13,0.8014,0.8017,15475
CLEC11A,0.80145,0.80175,15476
TMEM185B,0.80148,0.80178,15477
RRM2,0.80154,0.80183,15478
TRPC4,0.80165,0.80194,15479
NRSN2,0.80167,0.80196,15480
ATP5J2-PTCD1,0.8018,0.80209,15481
UNC93A,0.80188,0.80218,15482
FAM65B,0.80193,0.80222,15483
TMEM211,0.80201,0.8023,15484
GNLY,0.80203,0.80232,15485
SERPINA12,0.80205,0.80234,15486
PNPLA4,0.80206,0.80236,15487
TGFB3,0.80211,0.8024,15488
GPC3,0.80212,0.80241,15489
SAMD4A,0.80219,0.80249,15490
STARD3,0.80221,0.80251,15491
ADAMTS16,0.80229,0.80259,15492
SLC25A38,0.80243,0.80272,15493
TLR10,0.80244,0.80273,15494
LYPLAL1,0.80259,0.80288,15495
C12orf57,0.80261,0.80289,15496
CSNK1E,0.80262,0.80291,15497
ZNF787,0.80263,0.80292,15498
EDA,0.80265,0.80294,15499
MRPL21,0.80266,0.80295,15500
AHI1,0.80268,0.80296,15501
OR6C3,0.80281,0.80309,15502
GPR110,0.80294,0.80321,15503
PRSS35,0.80298,0.80324,15504
C8orf46,0.80313,0.80341,15505
PRKAB1,0.80329,0.80358,15506
CYP4F11,0.80335,0.80364,15507
UACA,0.80339,0.80367,15508
FBXO34,0.80344,0.80372,15509
CANX,0.80359,0.80388,15510
GIPR,0.80366,0.80395,15511
ID1,0.80367,0.80397,15512
LOC100507003,0.80368,0.80398,15513
RNF138,0.80373,0.80401,15514
PSMB4,0.80374,0.80403,15515
FGF8,0.80384,0.80411,15516
KRT38,0.80386,0.80413,15517
NUP62,0.80401,0.80429,15518
TMEM208,0.80403,0.80431,15519
THAP9,0.80404,0.80432,15520
ANKRD24,0.8041,0.80437,15521
INADL,0.80411,0.80438,15522
FGFR1,0.80414,0.80442,15523
SLC5A9,0.80421,0.80449,15524
NAT10,0.80424,0.80451,15525
SCAI,0.80432,0.80459,15526
LRRCC1,0.80446,0.80471,15527
DEGS2,0.80447,0.80473,15528
ARL16,0.80451,0.80477,15529
SLITRK2,0.80457,0.80484,15530
CCDC153,0.80459,0.80487,15531
CTAGE1,0.80465,0.80492,15532
HPS5,0.80466,0.80494,15533
GID8,0.80473,0.80501,15534
ADPRM,0.80483,0.80512,15535
DCLRE1C,0.80483,0.80512,15536
ZKSCAN5,0.80499,0.80527,15537
UBIAD1,0.80505,0.80533,15538
CXorf30,0.80514,0.80543,15539
C11orf35,0.80516,0.80543,15540
SDC1,0.80517,0.80545,15541
GPR173,0.8052,0.80547,15542
COL1A2,0.80521,0.80549,15543
FAM161A,0.80528,0.80555,15544
UBN1,0.80533,0.80561,15545
TMBIM6,0.80533,0.80561,15546
HRASLS2,0.80547,0.80575,15547
SSX1,0.80561,0.8059,15548
CD5,0.80573,0.80602,15549
IQCJ,0.80575,0.80604,15550
UBR1,0.80584,0.80614,15551
NOP58,0.80587,0.80616,15552
RSRC2,0.80595,0.80623,15553
TRIM55,0.80606,0.80635,15554
CASP14,0.8061,0.80639,15555
NDUFB9,0.80617,0.80646,15556
FAM156B,0.80623,0.80564,15557
RPL24,0.80632,0.8066,15558
TRIM35,0.80633,0.80661,15559
NDUFS7,0.80637,0.80665,15560
CSTF2,0.80639,0.80667,15561
SMARCA2,0.80645,0.80674,15562
NKAIN1,0.80649,0.80678,15563
OR2Z1,0.80651,0.8068,15564
SOX11,0.80659,0.80688,15565
MED6,0.80663,0.80693,15566
APEH,0.80667,0.80697,15567
GSKIP,0.8067,0.80699,15568
PCCA,0.80682,0.80711,15569
WBSCR22,0.80685,0.80713,15570
NDUFS5,0.80686,0.80714,15571
MS4A6A,0.807,0.80728,15572
OR51A7,0.80707,0.80735,15573
GAREM,0.80727,0.80756,15574
METTL10,0.80732,0.80761,15575
LRRC58,0.80747,0.80775,15576
TBC1D3F,0.80761,0.8073,15577
DLG5,0.80762,0.80789,15578
C19orf38,0.80772,0.80799,15579
RHOC,0.80791,0.80818,15580
MYL6B,0.80795,0.80822,15581
ARL8B,0.80796,0.80824,15582
TRIM43B,0.80798,0.80825,15583
DYNLRB2,0.80799,0.80827,15584
SERPINB10,0.808,0.80828,15585
OR2L13,0.80802,0.80829,15586
TMEM223,0.80816,0.80844,15587
FAM170B,0.80826,0.80853,15588
SOX15,0.80831,0.80858,15589
NGLY1,0.8085,0.80878,15590
H3F3C,0.80865,0.80892,15591
CIB1,0.8087,0.80896,15592
USO1,0.80875,0.80901,15593
GBX2,0.80876,0.80902,15594
BRSK2,0.8088,0.80906,15595
INHBB,0.80891,0.80917,15596
REL,0.80895,0.80921,15597
DHX16,0.80906,0.8093,15598
HECTD1,0.80911,0.80936,15599
RWDD2B,0.80914,0.80939,15600
KCNH2,0.80918,0.80942,15601
HDGFRP3,0.80923,0.80948,15602
AK6,0.80927,0.80952,15603
CYP2D6,0.80937,0.80961,15604
TRPS1,0.80939,0.80962,15605
TINAG,0.80942,0.80965,15606
TM7SF2,0.80946,0.8097,15607
BAHCC1,0.80951,0.80975,15608
CALHM2,0.80955,0.80978,15609
AGXT2L1,0.80966,0.80991,15610
CITED2,0.80977,0.81002,15611
XKR7,0.80979,0.81003,15612
KIAA1324L,0.81,0.81023,15613
KIAA0895,0.81002,0.81026,15614
SNAPC4,0.81014,0.81038,15615
SETD8,0.81017,0.8104,15616
SMIM11,0.8102,0.81042,15617
FBXO16,0.81025,0.81046,15618
HEPACAM2,0.81032,0.81054,15619
AKR1B1,0.81033,0.81056,15620
TMEM56-RWDD3,0.81042,0.81065,15621
FAM64A,0.81049,0.81072,15622
GDF10,0.81052,0.81076,15623
SVEP1,0.81056,0.8108,15624
ZCRB1,0.81061,0.81085,15625
TMEM174,0.81061,0.81085,15626
C9orf163,0.81064,0.81088,15627
EEFSEC,0.81069,0.81093,15628
PCDHA7,0.81075,0.81022,15629
ZSCAN21,0.81076,0.81099,15630
CHDC2,0.81089,0.81113,15631
ZNF418,0.81093,0.81116,15632
LCN8,0.81097,0.81119,15633
UNCX,0.81099,0.81122,15634
TEX38,0.81101,0.81125,15635
TRIL,0.81104,0.81127,15636
UBFD1,0.81108,0.8113,15637
RWDD3,0.81114,0.81136,15638
PHC1,0.81115,0.81137,15639
RNPEP,0.81116,0.81138,15640
VHL,0.81132,0.81153,15641
SLC27A3,0.81139,0.8116,15642
DUSP11,0.8115,0.81171,15643
TRAPPC11,0.81153,0.81174,15644
SMAD7,0.81159,0.81181,15645
DPH6,0.8116,0.81151,15646
SPDYE1,0.81162,0.81183,15647
SAMD1,0.81163,0.81185,15648
ROR1,0.81167,0.81189,15649
PTPRC,0.81168,0.8119,15650
RNASEL,0.81174,0.81195,15651
OPCML,0.81178,0.81199,15652
RFTN1,0.81179,0.81201,15653
C11orf24,0.8118,0.81202,15654
MAF1,0.81182,0.81204,15655
FAM168A,0.81188,0.81212,15656
DPM1,0.81195,0.81219,15657
OR1E2,0.81196,0.81219,15658
C9orf64,0.81197,0.81221,15659
KCTD2,0.81203,0.81226,15660
GAL3ST4,0.81204,0.81228,15661
ADM5,0.81207,0.8123,15662
KCNMB1,0.81233,0.81255,15663
CXXC1,0.81235,0.81257,15664
CEP55,0.8124,0.81262,15665
ZCCHC17,0.81245,0.81266,15666
OR4C15,0.81248,0.81268,15667
GRHL1,0.81249,0.8127,15668
HSFX1,0.81254,0.81274,15669
TLX1,0.8126,0.81279,15670
BIN3,0.81273,0.81292,15671
RUNDC3B,0.81287,0.81306,15672
ZNF227,0.81289,0.81308,15673
KCNAB1,0.81291,0.8131,15674
GINM1,0.81291,0.8131,15675
PDLIM5,0.81293,0.81313,15676
STX1A,0.8131,0.81331,15677
MKLN1,0.81312,0.81332,15678
HSF2BP,0.8132,0.81339,15679
SCGB2A1,0.81323,0.81342,15680
SGK196,0.81326,0.81294,15681
OR4K1,0.81329,0.81348,15682
ZNF805,0.8133,0.81349,15683
TFPI2,0.81331,0.8135,15684
2019-09-03 00:00:00,0.81334,0.81353,15685
URGCP,0.81335,0.81371,15686
SRA1,0.81342,0.81361,15687
C1orf63,0.8135,0.8137,15688
CYTL1,0.81353,0.81373,15689
KCNK1,0.81358,0.81379,15690
LAX1,0.8136,0.8138,15691
DNPEP,0.81363,0.81383,15692
ZC4H2,0.81365,0.81384,15693
PDE1C,0.81366,0.81386,15694
ANTXR1,0.81369,0.8139,15695
GPSM3,0.81371,0.81392,15696
AHNAK2,0.81372,0.81393,15697
MKS1,0.81374,0.81394,15698
ARHGAP9,0.81378,0.81397,15699
SLC38A6,0.81379,0.81399,15700
CIZ1,0.8138,0.814,15701
C2orf54,0.81396,0.81417,15702
OASL,0.814,0.81421,15703
HPSE2,0.81409,0.8143,15704
EDC3,0.81413,0.81433,15705
VPS37C,0.81415,0.81434,15706
VSX2,0.81416,0.81436,15707
RHNO1,0.8142,0.81441,15708
ZNF414,0.81421,0.81442,15709
TAS2R5,0.81429,0.81449,15710
OR5I1,0.8143,0.81451,15711
MACROD2,0.81432,0.81453,15712
KCNF1,0.81434,0.81456,15713
HELB,0.81446,0.81467,15714
FAM134B,0.81449,0.81469,15715
TRIM67,0.81455,0.81474,15716
OR4C3,0.81459,0.81478,15717
PPP2R5D,0.81466,0.81484,15718
ZNF431,0.81469,0.81487,15719
GRIN2B,0.81473,0.81491,15720
MAGI1,0.81475,0.81494,15721
PSME4,0.81476,0.81495,15722
ARHGAP40,0.81482,0.81501,15723
CCNF,0.81491,0.8151,15724
HOXA3,0.81501,0.8152,15725
PRRG3,0.81518,0.81537,15726
HMGN5,0.81536,0.81554,15727
CRLF1,0.81537,0.81555,15728
PPIAL4C,0.8154,0.81568,15729
PHF19,0.81542,0.81561,15730
PRAM1,0.81549,0.81567,15731
AAAS,0.81551,0.8157,15732
DYX1C1,0.81554,0.81572,15733
HIST1H3H,0.8156,0.81578,15734
WDR60,0.81562,0.81579,15735
METTL21D,0.81563,0.8158,15736
UROD,0.81565,0.81583,15737
PPARA,0.81567,0.81585,15738
ZNF451,0.81577,0.81597,15739
KIAA1217,0.81579,0.81597,15740
SPRYD3,0.81586,0.81605,15741
PTGES2,0.81594,0.81614,15742
HERPUD2,0.81601,0.8162,15743
KDELR3,0.81606,0.81626,15744
AMER3,0.81611,0.81631,15745
WIBG,0.81616,0.81636,15746
BTLA,0.81619,0.81639,15747
ADORA1,0.81651,0.8167,15748
ZNF862,0.81658,0.81678,15749
SPCS2,0.81661,0.8168,15750
KIAA0101,0.81665,0.81685,15751
TMPRSS11A,0.81667,0.81687,15752
PRR7,0.81674,0.81693,15753
GFOD1,0.81679,0.81698,15754
SH3BP1,0.81684,0.81703,15755
SCUBE3,0.81687,0.81707,15756
ART4,0.81688,0.81708,15757
POC1B-GALNT4,0.8169,0.81642,15758
LUZP1,0.81694,0.81713,15759
TRIM14,0.81708,0.81727,15760
SPRR2G,0.81713,0.81732,15761
ACO1,0.81727,0.81746,15762
RUNX1,0.81729,0.81748,15763
KIF18A,0.8174,0.81759,15764
CD8B,0.81743,0.81761,15765
OR2L8,0.81746,0.81764,15766
ADAT3,0.81755,0.81772,15767
GHR,0.81757,0.81774,15768
KIDINS220,0.81774,0.8179,15769
SZRD1,0.81777,0.81792,15770
