id,d7_chemo__d7_control||num,d7_chemo__d7_control||neg|p-value,d7_chemo__d7_control||neg|fdr,d7_chemo__d7_control||neg|rank,d7_chemo__d7_control||neg|goodsgrna,d7_chemo__d7_control||pos|p-value,d7_chemo__d7_control||pos|fdr,d7_chemo__d7_control||pos|rank,d7_chemo__d7_control||pos|goodsgrna,d7_chemo__d7_control||log2FoldChange
PET117,2,0.45614,0.996322,10838,1,0.39922,0.994322,9127,1,-2.5523
ZNF720,2,0.46501,0.996322,10998,1,0.35515,0.994322,8331,1,-2.5575
hsa-mir-6511a-4,2,0.40364,0.996322,9634,1,0.35101,0.994322,8236,1,-2.5622
TEAD1,3,0.34104,0.996322,6822,2,0.49092,0.994322,10185,1,-2.5703
PRRG4,2,0.42397,0.996322,10242,1,0.33687,0.994322,7969,1,-2.5713
NCOA2,3,0.16928,0.983744,3162,3,0.92635,0.998318,19827,0,-2.5769
IAH1,1,0.28683,0.995746,8315,1,0.71317,0.994322,15285,0,-2.5775
USP17L13,2,0.47507,0.996322,11146,1,0.42212,0.994322,9563,1,-2.5812
hsa-mir-3929,3,0.063501,0.976462,1167,3,0.97507,0.998896,20848,0,-2.5834
RHOXF1,2,0.40134,0.996322,9561,1,0.35818,0.994322,8390,1,-2.5848
CCSER2,3,0.34019,0.996322,6804,2,0.91251,0.998318,19521,0,-2.5869
ZNF502,3,0.32528,0.996322,6525,2,0.74726,0.994322,16036,0,-2.5875
OR2AK2,2,0.47003,0.996322,11065,1,0.36111,0.994322,8445,1,-2.5879
RPS21,3,0.33702,0.996322,6750,2,0.18748,0.994322,3744,1,-2.5897
SLC9A6,2,0.1835,0.984333,4154,2,0.89106,0.998318,19072,0,-2.59
TBC1D15,3,0.32701,0.996322,6569,2,0.35949,0.994322,6832,1,-2.5939
METTL20,3,0.33961,0.996322,6791,2,0.60536,0.994322,12889,1,-2.6007
MALL,3,0.33739,0.996322,6753,2,0.5599,0.994322,11860,1,-2.6042
ZFP112,3,0.067007,0.976462,1251,3,0.97356,0.998896,20813,0,-2.608
GJC2,1,0.28795,0.996322,8349,1,0.71207,0.994322,15265,0,-2.6119
PTGDR,3,0.09169,0.976462,1692,2,0.11093,0.994322,2076,1,-2.613
NSMCE2,3,0.32685,0.996322,6567,2,0.81273,0.995863,17440,0,-2.6131
NUMBL,2,0.49051,0.996322,11472,1,0.45233,0.994322,10132,1,-2.6135
GGT7,2,0.46445,0.996322,10991,1,0.38274,0.994322,8824,1,-2.6154
ATP6V0B,2,0.50557,0.996322,11743,1,0.7991,0.995632,17155,0,-2.6185
AK6,2,0.50204,0.996322,11676,1,0.52627,0.994322,11502,1,-2.622
PTGDR2,3,0.1475,0.979916,2751,3,0.93709,0.99878,20044,0,-2.6229
DNM1,2,0.40134,0.996322,9566,1,0.34355,0.994322,8088,1,-2.6236
SLC7A1,2,0.47726,0.996322,11205,1,0.42032,0.994322,9530,1,-2.6251
AHSP,2,0.49493,0.996322,11558,1,0.47952,0.994322,10658,1,-2.6319
TRIM58,2,0.50031,0.996322,11657,1,0.43862,0.994322,9877,1,-2.6345
RPL5,3,0.32591,0.996322,6539,2,0.77324,0.994878,16606,0,-2.635
NCOA3,2,0.48776,0.996322,11415,1,0.42855,0.994322,9697,1,-2.6374
LRTM2,2,0.47726,0.996322,11203,1,0.42865,0.994322,9699,1,-2.6443
GDF5,3,0.17014,0.984014,3192,3,0.92591,0.998318,19813,0,-2.6466
CDCA2,2,0.47915,0.996322,11226,1,0.38879,0.994322,8936,1,-2.6508
STAB2,2,0.46501,0.996322,10999,1,0.39061,0.994322,8979,1,-2.6563
hsa-mir-566,4,0.024979,0.949734,363,4,0.99271,0.999787,21216,0,-2.6608
CEACAM16,3,0.26355,0.994862,5264,2,0.30971,0.994322,5894,1,-2.6627
HHIPL2,3,0.22272,0.988835,4384,2,0.85948,0.998318,18381,0,-2.6634
TNS4,2,0.50614,0.996322,11770,1,0.75686,0.994322,16258,0,-2.666
DLX3,2,0.49913,0.996322,11620,1,0.51751,0.994322,11355,1,-2.6727
ABCA2,2,0.48339,0.996322,11329,1,0.43973,0.994322,9897,1,-2.6795
MVK,2,0.19101,0.984333,4328,1,0.32292,0.994322,7691,1,-2.6797
IL24,2,0.49849,0.996322,11613,1,0.43844,0.994322,9871,1,-2.6832
GOLGA7B,3,0.30454,0.996322,6165,2,0.12343,0.994322,2344,1,-2.6835
LPIN1,2,0.31105,0.996322,6850,1,0.34392,0.994322,8094,1,-2.6866
PPT1,2,0.50297,0.996322,11706,1,0.60303,0.994322,12960,0,-2.6874
ABCB1,2,0.50406,0.996322,11727,1,0.67355,0.994322,14437,0,-2.6952
TIGD4,3,0.10667,0.976462,1949,3,0.95622,0.998896,20451,0,-2.6965
CLCN2,2,0.42007,0.996322,10138,1,0.35373,0.994322,8299,1,-2.6999
KIF22,2,0.47507,0.996322,11144,1,0.5018,0.994322,11072,1,-2.7007
C18orf21,3,0.29345,0.996322,5959,2,0.18748,0.994322,3743,1,-2.7032
C22orf26,3,0.11409,0.976462,2099,2,0.62306,0.994322,13292,1,-2.7032
hsa-mir-4419a,3,0.32177,0.996322,6455,2,0.90722,0.998318,19411,0,-2.7032
hsa-mir-4511,3,0.085174,0.976462,1572,3,0.96564,0.998896,20646,0,-2.7032
METRN,3,0.32177,0.996322,6459,2,0.87488,0.998318,18705,0,-2.7032
MRPL18,3,0.32177,0.996322,6456,2,0.38356,0.994322,7493,1,-2.7032
MTRNR2L2,3,0.32177,0.996322,6457,2,0.7041,0.994322,15106,0,-2.7032
LOC100130539,2,0.49668,0.996322,11587,1,0.68637,0.994322,14708,0,-2.7036
ERCC3,2,0.47243,0.996322,11115,1,0.4869,0.994322,10790,1,-2.7043
HIST1H2AD,2,0.50321,0.996322,11713,1,0.61122,0.994322,13116,0,-2.7071
TPPP3,2,0.49849,0.996322,11612,1,0.70728,0.994322,15169,0,-2.7071
C14orf166B,2,0.45833,0.996322,10879,1,0.41006,0.994322,9336,1,-2.7083
KIF4B,2,0.41792,0.996322,10083,1,0.38707,0.994322,8906,1,-2.7096
BRINP2,3,0.18798,0.984333,3591,2,0.37289,0.994322,7198,1,-2.7101
TMIE,3,0.13801,0.976462,2569,2,0.92284,0.998318,19744,0,-2.7101
IDE,2,0.44422,0.996322,10639,1,0.39103,0.994322,8988,1,-2.7154
hsa-mir-6817,2,0.49328,0.996322,11535,1,0.49473,0.994322,10950,1,-2.718
SLC25A27,2,0.47726,0.996322,11208,1,0.3939,0.994322,9033,1,-2.7184
CDK14,2,0.39653,0.996322,9445,1,0.35288,0.994322,8282,1,-2.7199
AGAP2,2,0.50446,0.996322,11732,1,0.751,0.994322,16120,0,-2.721
TMEM44,2,0.39653,0.996322,9429,1,0.37422,0.994322,8677,1,-2.7234
XAGE3,2,0.39142,0.996322,9285,1,0.38553,0.994322,8877,1,-2.7274
MFSD5,2,0.4799,0.996322,11261,1,0.51248,0.994322,11251,1,-2.7318
WDTC1,3,0.33543,0.996322,6713,2,0.21455,0.994322,4205,1,-2.7354
OR8B2,2,0.44172,0.996322,10585,1,0.53771,0.994322,11724,0,-2.7359
PUSL1,2,0.47507,0.996322,11145,1,0.44451,0.994322,9989,1,-2.7359
STON2,2,0.453,0.996322,10774,1,0.37931,0.994322,8769,1,-2.7366
LRRC61,3,0.3413,0.996322,6826,2,0.49272,0.994322,10235,1,-2.738
EXTL2,3,0.32212,0.996322,6465,2,0.54477,0.994322,11490,1,-2.7401
STK11,1,0.29704,0.996322,8507,1,0.703,0.994322,15074,0,-2.7414
PLK4,2,0.37315,0.996322,8737,1,0.35078,0.994322,8232,1,-2.7451
GNB5,3,0.32285,0.996322,6489,2,0.30541,0.994322,5814,1,-2.7474
SEC31B,2,0.47726,0.996322,11204,1,0.40442,0.994322,9226,1,-2.7486
XYLB,2,0.30521,0.996322,6675,1,0.35512,0.994322,8330,1,-2.753
RAMP2,2,0.47243,0.996322,11116,1,0.44839,0.994322,10062,1,-2.7534
URI1,3,0.31672,0.996322,6381,2,0.46423,0.994322,9508,1,-2.7535
FEZF2,2,0.32776,0.996322,7393,1,0.36292,0.994322,8478,1,-2.7542
LEP,2,0.42397,0.996322,10248,1,0.35896,0.994322,8418,1,-2.7542
GHR,2,0.42211,0.996322,10206,1,0.35706,0.994322,8367,1,-2.7543
HECW2,3,0.20951,0.987402,4056,2,0.90458,0.998318,19355,0,-2.7548
ZNF674,2,0.48116,0.996322,11284,1,0.463,0.994322,10334,1,-2.7557
CES3,2,0.48339,0.996322,11328,1,0.46677,0.994322,10401,1,-2.7567
LOC81691,2,0.41348,0.996322,9930,1,0.52267,0.994322,11436,1,-2.7574
ATP1A1,2,0.50442,0.996322,11731,1,0.74732,0.994322,16042,0,-2.7599
ANXA8,3,0.1561,0.982693,2921,2,0.71733,0.994322,15397,0,-2.7651
CPE,2,0.49668,0.996322,11589,1,0.51467,0.994322,11301,1,-2.7682
STAC2,2,0.49328,0.996322,11537,1,0.56104,0.994322,12144,0,-2.7696
SLAIN2,2,0.38873,0.996322,9211,1,0.36186,0.994322,8466,1,-2.7738
hsa-mir-7977,2,0.18667,0.984333,4220,1,0.3309,0.994322,7852,1,-2.7759
GM2A,2,0.47507,0.996322,11141,1,0.38327,0.994322,8828,1,-2.7908
LARP1B,2,0.39653,0.996322,9444,1,0.36878,0.994322,8573,1,-2.7939
HIF1A,3,0.32239,0.996322,6468,2,0.14701,0.994322,2853,1,-2.7978
KLHL28,2,0.45984,0.996322,10900,1,0.38858,0.994322,8932,1,-2.8039
ATG2A,2,0.39902,0.996322,9507,1,0.36784,0.994322,8560,1,-2.8091
CDC25B,2,0.32384,0.996322,7253,1,0.34014,0.994322,8027,1,-2.8123
HOXD8,2,0.50097,0.996322,11668,1,0.59902,0.994322,12879,0,-2.816
TSG101,2,0.39398,0.996322,9358,1,0.34815,0.994322,8191,1,-2.8173
IKBIP,3,0.12606,0.976462,2348,3,0.9473,0.998896,20241,0,-2.8244
SAA2,2,0.38058,0.996322,8962,1,0.38387,0.994322,8841,1,-2.8266
MRPS35,3,0.20039,0.986719,3860,2,0.45257,0.994322,9212,1,-2.827
TACR3,2,0.4785,0.996322,11216,1,0.47865,0.994322,10640,1,-2.8276
HIST1H2BE,2,0.32845,0.996322,7416,1,0.35812,0.994322,8389,1,-2.8288
KRT1,2,0.35663,0.996322,8269,1,0.37887,0.994322,8758,1,-2.8292
EMC4,2,0.48339,0.996322,11331,1,0.50224,0.994322,11079,1,-2.8298
MARK3,3,0.11006,0.976462,2006,3,0.95469,0.998896,20422,0,-2.8336
hsa-mir-6766,4,0.48111,0.996322,8800,2,0.55413,0.994322,10168,1,-2.8392
S100Z,2,0.50238,0.996322,11678,1,0.65537,0.994322,14057,0,-2.8412
CRHR2,2,0.44983,0.996322,10722,1,0.43059,0.994322,9731,1,-2.8449
PNO1,2,0.28691,0.995746,6069,1,0.35113,0.994322,8238,1,-2.8477
CNOT7,3,0.33608,0.996322,6722,2,0.67643,0.994322,14507,1,-2.8479
TMEM52B,2,0.36838,0.996322,8624,1,0.40101,0.994322,9164,1,-2.8503
PAGE5,2,0.42007,0.996322,10134,1,0.34762,0.994322,8170,1,-2.851
MFI2,2,0.43594,0.996322,10511,1,0.38178,0.994322,8805,1,-2.8532
TMEM147,3,0.18413,0.984333,3495,2,0.51276,0.994322,10735,1,-2.8543
PPP1R14D,2,0.48116,0.996322,11281,1,0.44005,0.994322,9905,1,-2.8566
NRAP,3,0.33842,0.996322,6778,2,0.91521,0.998318,19583,0,-2.8598
COMMD9,2,0.32204,0.996322,7204,1,0.37208,0.994322,8625,1,-2.8604
CYB5A,2,0.45166,0.996322,10752,1,0.42003,0.994322,9526,1,-2.8628
TFAP2E,2,0.44983,0.996322,10721,1,0.48433,0.994322,10745,1,-2.8642
hsa-mir-3157,2,0.42924,0.996322,10378,1,0.41798,0.994322,9489,1,-2.8649
hsa-mir-3120,2,0.39653,0.996322,9426,1,0.37454,0.994322,8681,1,-2.865
ENTPD5,2,0.4799,0.996322,11262,1,0.45721,0.994322,10232,1,-2.8678
KRT12,2,0.21202,0.987402,4689,2,0.87248,0.998318,18657,0,-2.8693
hsa-mir-664a,2,0.47726,0.996322,11210,1,0.5464,0.994322,11887,0,-2.8694
PPP2R1B,2,0.37799,0.996322,8898,1,0.36209,0.994322,8467,1,-2.8703
hsa-mir-4422,4,0.33874,0.996322,5930,2,0.47056,0.994322,8226,2,-2.873
PLIN1,2,0.4973,0.996322,11595,1,0.57144,0.994322,12333,0,-2.8743
OSBPL8,2,0.50054,0.996322,11661,1,0.63968,0.994322,13728,0,-2.8761
GDF9,3,0.33569,0.996322,6716,2,0.37589,0.994322,7291,1,-2.8785
BORA,2,0.4568,0.996322,10848,1,0.41834,0.994322,9495,1,-2.8835
DMRTA1,2,0.38591,0.996322,9131,1,0.39987,0.994322,9139,1,-2.8836
TMEM106C,2,0.48667,0.996322,11401,1,0.58112,0.994322,12517,0,-2.885
MATN1,2,0.50097,0.996322,11665,1,0.65531,0.994322,14054,0,-2.8873
CD164,2,0.35281,0.996322,8146,1,0.3592,0.994322,8421,1,-2.888
SP140,2,0.46094,0.996322,10905,1,0.4252,0.994322,9635,1,-2.8888
CRYGN,3,0.32545,0.996322,6534,2,0.4893,0.994322,10141,1,-2.8933
hsa-mir-6133,2,0.46779,0.996322,11024,1,0.64523,0.994322,13840,0,-2.8941
FGF17,2,0.28374,0.994862,6022,1,0.33441,0.994322,7916,1,-2.8972
TOMM34,2,0.21703,0.987402,4788,1,0.33124,0.994322,7856,1,-2.8985
TYRP1,2,0.4799,0.996322,11260,1,0.51666,0.994322,11333,1,-2.9022
CD226,2,0.30754,0.996322,6743,1,0.33914,0.994322,8010,1,-2.9074
hsa-mir-8068,4,0.40576,0.996322,7039,2,0.33429,0.994322,6132,2,-2.9136
TAAR2,2,0.48667,0.996322,11400,1,0.55655,0.994322,12075,0,-2.9139
hsa-mir-6740,2,0.46445,0.996322,10989,1,0.44033,0.994322,9910,1,-2.9186
hsa-mir-302b,2,0.49558,0.996322,11563,1,0.74662,0.994322,16026,0,-2.9188
KCNS1,2,0.4462,0.996322,10659,1,0.46865,0.994322,10441,1,-2.9191
CDH18,3,0.32674,0.996322,6565,2,0.56452,0.994322,11956,1,-2.9201
CPD,2,0.38591,0.996322,9127,1,0.40951,0.994322,9327,1,-2.9213
IL32,2,0.39398,0.996322,9357,1,0.37629,0.994322,8713,1,-2.9214
SLIRP,2,0.49328,0.996322,11534,1,0.56095,0.994322,12141,0,-2.9214
CLEC12A,2,0.40869,0.996322,9772,1,0.38871,0.994322,8934,1,-2.9234
MED24,2,0.48339,0.996322,11335,1,0.42952,0.994322,9716,1,-2.9264
ZNF560,2,0.47612,0.996322,11193,1,0.43532,0.994322,9813,1,-2.9323
LELP1,2,0.45786,0.996322,10875,1,0.44913,0.994322,10073,1,-2.9329
C16orf93,2,0.48667,0.996322,11403,1,0.50694,0.994322,11152,1,-2.933
SPCS1,2,0.4462,0.996322,10661,1,0.41557,0.994322,9441,1,-2.9333
EIF3F,2,0.39902,0.996322,9512,1,0.36453,0.994322,8508,1,-2.9403
hsa-mir-3606,2,0.45984,0.996322,10896,1,0.41124,0.994322,9355,1,-2.9437
RAD54L,2,0.44172,0.996322,10588,1,0.47567,0.994322,10577,1,-2.9439
GJC1,2,0.45886,0.996322,10886,1,0.43704,0.994322,9843,1,-2.9468
RHO,2,0.38058,0.996322,8969,1,0.37695,0.994322,8718,1,-2.948
ZNF699,2,0.47409,0.996322,11131,1,0.47343,0.994322,10541,1,-2.9497
GATC,2,0.4638,0.996322,10955,1,0.45296,0.994322,10146,1,-2.95
DNAJB7,2,0.1436,0.978361,3474,2,0.91667,0.998318,19609,0,-2.9523
PAIP2,2,0.48858,0.996322,11422,1,0.55362,0.994322,12018,0,-2.958
hsa-mir-4281,2,0.35093,0.996322,8085,1,0.39817,0.994322,9111,1,-2.9656
FAM196A,2,0.4568,0.996322,10849,1,0.61395,0.994322,13177,0,-2.9659
GPX7,3,0.32512,0.996322,6523,2,0.47511,0.994322,9783,1,-2.9663
ZBTB17,2,0.48954,0.996322,11430,1,0.58917,0.994322,12685,0,-2.9692
KRTAP4-5,2,0.36586,0.996322,8540,1,0.38143,0.994322,8801,1,-2.9703
FAM135A,2,0.49817,0.996322,11608,1,0.63346,0.994322,13588,0,-2.9718
TRIM49B,1,0.29712,0.996322,8509,1,0.70293,0.994322,15073,0,-2.9736
MCM4,2,0.37799,0.996322,8893,1,0.41545,0.994322,9431,1,-2.9753
PTPRN,2,0.33906,0.996322,7728,1,0.3741,0.994322,8672,1,-2.98
GOLGA4,3,0.32122,0.996322,6451,2,0.80857,0.995729,17343,0,-2.9801
ZC3H3,3,0.32122,0.996322,6450,2,0.81873,0.996819,17550,0,-2.9801
ZNF480,3,0.32122,0.996322,6449,2,0.34834,0.994322,6606,1,-2.9801
hsa-mir-8079,4,0.47919,0.996322,8752,2,0.54826,0.994322,9967,1,-2.9807
MAGOH,2,0.44983,0.996322,10717,1,0.50315,0.994322,11096,1,-2.9819
SUMO1,2,0.50297,0.996322,11707,1,0.77129,0.994878,16570,0,-2.9837
CEP89,2,0.37315,0.996322,8744,1,0.3795,0.994322,8771,1,-2.988
SRRT,2,0.43098,0.996322,10423,1,0.43062,0.994322,9732,1,-2.9882
TUBA4A,3,0.17792,0.984333,3359,2,0.9176,0.998318,19637,0,-2.9898
FZD2,2,0.42211,0.996322,10202,1,0.47663,0.994322,10599,1,-2.9927
AQP12B,2,0.50149,0.996322,11674,1,0.7019,0.994322,15050,0,-2.9942
GGTLC1,2,0.34689,0.996322,7974,1,0.37755,0.994322,8736,1,-2.996
ZNF726,2,0.47174,0.996322,11107,1,0.56886,0.994322,12287,0,-2.9973
SEPHS2,2,0.453,0.996322,10776,1,0.45285,0.994322,10142,1,-2.9978
R3HDM4,2,0.345,0.996322,7901,1,0.37804,0.994322,8744,1,-3.0052
hsa-mir-1913,4,0.40044,0.996322,6915,2,0.13186,0.994322,2162,2,-3.007
GDF10,2,0.48954,0.996322,11433,1,0.54855,0.994322,11927,0,-3.0111
TMEM109,2,0.26601,0.994862,5710,1,0.35375,0.994322,8300,1,-3.0143
COX7C,2,0.13799,0.976462,3374,1,0.34086,0.994322,8046,1,-3.0174
CA2,2,0.44422,0.996322,10633,1,0.48109,0.994322,10683,1,-3.0181
RASL12,2,0.46711,0.996322,11016,1,0.46436,0.994322,10358,1,-3.0183
HOXD10,2,0.49147,0.996322,11479,1,0.62101,0.994322,13319,0,-3.0199
CXorf30,2,0.47003,0.996322,11063,1,0.48445,0.994322,10746,1,-3.025
XPR1,2,0.34689,0.996322,7969,1,0.41122,0.994322,9354,1,-3.0251
hsa-mir-1915,4,0.042804,0.971129,639,2,0.33446,0.994322,6135,2,-3.0263
HBEGF,2,0.40134,0.996322,9567,1,0.42273,0.994322,9576,1,-3.0275
ECHS1,2,0.4785,0.996322,11222,1,0.4933,0.994322,10919,1,-3.0276
VPS26A,2,0.39653,0.996322,9440,1,0.46597,0.994322,10387,1,-3.0294
hsa-mir-381,4,0.45871,0.996322,8294,2,0.15066,0.994322,2444,1,-3.0307
CHORDC1,2,0.345,0.996322,7896,1,0.4054,0.994322,9247,1,-3.0328
DHX33,2,0.43098,0.996322,10418,1,0.41209,0.994322,9375,1,-3.0338
C21orf62,2,0.4638,0.996322,10957,1,0.55926,0.994322,12117,0,-3.0362
BNIP3,2,0.43745,0.996322,10523,1,0.46743,0.994322,10420,1,-3.038
KCNJ15,2,0.25849,0.994862,5550,2,0.84086,0.99819,17993,0,-3.0409
TAF1A,2,0.39398,0.996322,9363,1,0.43759,0.994322,9851,1,-3.0425
RASA4,2,0.49493,0.996322,11556,1,0.64181,0.994322,13768,0,-3.0496
ASIP,2,0.43745,0.996322,10517,1,0.42873,0.994322,9700,1,-3.0502
CELA2B,2,0.35663,0.996322,8271,1,0.38028,0.994322,8784,1,-3.0525
SPSB1,2,0.32204,0.996322,7205,1,0.35579,0.994322,8351,1,-3.0538
UBE2D2,2,0.48954,0.996322,11431,1,0.5731,0.994322,12368,0,-3.0565
MAB21L1,2,0.43745,0.996322,10524,1,0.52204,0.994322,11430,1,-3.0637
CNTNAP1,2,0.28691,0.995746,6070,1,0.37014,0.994322,8599,1,-3.0652
GRIN2A,2,0.40364,0.996322,9640,1,0.40844,0.994322,9306,1,-3.0668
PLA1A,2,0.49493,0.996322,11554,1,0.61344,0.994322,13167,0,-3.0674
DSCAML1,2,0.40364,0.996322,9646,1,0.41977,0.994322,9523,1,-3.0675
ZNF568,2,0.34881,0.996322,8034,1,0.39229,0.994322,9004,1,-3.0676
IMPG1,2,0.35281,0.996322,8143,1,0.38716,0.994322,8907,1,-3.0677
LENEP,2,0.33678,0.996322,7666,1,0.36307,0.994322,8480,1,-3.0678
RAP1GDS1,2,0.41348,0.996322,9939,1,0.43339,0.994322,9775,1,-3.0681
LSM14B,2,0.36714,0.996322,8574,1,0.47246,0.994322,10523,1,-3.0682
IL22RA2,3,0.32292,0.996322,6491,2,0.75541,0.994322,16223,0,-3.0683
RNF145,2,0.42755,0.996322,10354,1,0.49517,0.994322,10958,1,-3.0715
TP73,2,0.29097,0.996322,6212,1,0.34778,0.994322,8171,1,-3.0746
DDX43,2,0.49614,0.996322,11565,1,0.63153,0.994322,13549,0,-3.0751
APTX,2,0.33364,0.996322,7576,1,0.35712,0.994322,8368,1,-3.0754
ARGLU1,2,0.46779,0.996322,11023,1,0.4777,0.994322,10616,1,-3.0764
hsa-mir-8086,4,0.023488,0.949734,346,4,0.99317,0.999787,21223,0,-3.078
SETBP1,2,0.45545,0.996322,10832,1,0.49413,0.994322,10939,1,-3.0784
C3orf30,2,0.46855,0.996322,11056,1,0.57999,0.994322,12497,0,-3.085
MAG,2,0.48116,0.996322,11279,1,0.5766,0.994322,12433,0,-3.0857
hsa-mir-6884,3,0.32344,0.996322,6493,2,0.37433,0.994322,7248,1,-3.0891
LYRM2,2,0.50354,0.996322,11719,1,0.79751,0.995632,17112,0,-3.0907
hsa-mir-8057,2,0.46606,0.996322,11008,1,0.55604,0.994322,12064,0,-3.0922
hsa-mir-16-1,4,0.38005,0.996322,6498,2,0.32827,0.994322,5994,2,-3.0936
hsa-mir-4696,4,0.43563,0.996322,7734,2,0.64985,0.994322,13251,1,-3.0957
CXorf23,2,0.42007,0.996322,10135,1,0.54958,0.994322,11943,0,-3.0958
BAZ1A,1,0.28608,0.995105,8306,1,0.71392,0.994322,15304,0,-3.096
KIAA1107,2,0.4785,0.996322,11221,1,0.61469,0.994322,13193,0,-3.0976
BHLHE41,2,0.38591,0.996322,9115,1,0.36545,0.994322,8524,1,-3.0989
hsa-mir-127,4,0.45871,0.996322,8295,2,0.19424,0.994322,3177,1,-3.1012
hsa-mir-5011,4,0.25033,0.993926,4460,2,0.069556,0.994322,1212,2,-3.1037
ZNF213,2,0.44036,0.996322,10557,1,0.52531,0.994322,11483,1,-3.1065
TFDP2,2,0.48555,0.996322,11360,1,0.59712,0.994322,12843,0,-3.1069
hsa-mir-4785,2,0.40869,0.996322,9783,1,0.41731,0.994322,9476,1,-3.109
SELP,2,0.40614,0.996322,9722,1,0.39949,0.994322,9133,1,-3.1126
TRRAP,2,0.39142,0.996322,9287,1,0.43451,0.994322,9797,1,-3.1127
FGB,2,0.47314,0.996322,11124,1,0.58498,0.994322,12599,0,-3.1155
ACOT13,3,0.16221,0.982693,3033,3,0.92987,0.998351,19902,0,-3.1157
PDLIM7,2,0.40019,0.996322,9542,1,0.56412,0.994322,12199,0,-3.1167
PITHD1,2,0.40364,0.996322,9632,1,0.45597,0.994322,10203,1,-3.1281
CEND1,2,0.44172,0.996322,10587,1,0.47544,0.994322,10571,1,-3.1288
RILP,2,0.49147,0.996322,11478,1,0.60427,0.994322,12980,0,-3.1288
USP40,2,0.35884,0.996322,8346,1,0.36987,0.994322,8595,1,-3.1316
XKRX,2,0.48339,0.996322,11333,1,0.62386,0.994322,13375,0,-3.1329
hsa-mir-4497,4,0.31426,0.996322,5496,2,0.36247,0.994322,6739,2,-3.1344
NUDT21,2,0.45166,0.996322,10756,1,0.49619,0.994322,10975,1,-3.1352
TAS2R19,2,0.49051,0.996322,11471,1,0.65406,0.994322,14024,0,-3.1364
EFCAB13,3,0.3255,0.996322,6535,2,0.57413,0.994322,12175,1,-3.1373
ACBD4,2,0.49416,0.996322,11547,1,0.67468,0.994322,14455,0,-3.1378
KLF17,2,0.21907,0.987402,4841,1,0.40799,0.994322,9298,1,-3.1386
CD8A,2,0.3179,0.996322,7086,1,0.36573,0.994322,8529,1,-3.1393
TTC14,2,0.47243,0.996322,11117,1,0.58665,0.994322,12632,0,-3.1438
ST3GAL5,2,0.28735,0.996322,6090,1,0.34338,0.994322,8084,1,-3.1439
SMKR1,2,0.45241,0.996322,10764,1,0.43988,0.994322,9901,1,-3.1443
AS3MT,2,0.50321,0.996322,11710,1,0.79438,0.995339,17058,0,-3.1449
NCKAP1L,2,0.47726,0.996322,11206,1,0.58884,0.994322,12677,0,-3.145
SPRY1,2,0.44794,0.996322,10695,1,0.53634,0.994322,11689,0,-3.1466
SLC2A2,2,0.38591,0.996322,9129,1,0.42134,0.994322,9551,1,-3.147
ADARB1,2,0.32438,0.996322,7275,1,0.44932,0.994322,10079,1,-3.1483
hsa-mir-155,3,0.32283,0.996322,6488,2,0.44377,0.994322,8997,1,-3.1531
IQUB,2,0.46255,0.996322,10940,1,0.4781,0.994322,10629,1,-3.1551
TRIM6-TRIM34,2,0.28831,0.996322,6113,1,0.35212,0.994322,8262,1,-3.1591
RANGRF,2,0.49778,0.996322,11601,1,0.6571,0.994322,14096,0,-3.1593
FGL1,2,0.44521,0.996322,10644,1,0.48138,0.994322,10687,1,-3.1594
FGF12,2,0.38591,0.996322,9126,1,0.40495,0.994322,9235,1,-3.1599
NHLRC1,2,0.43594,0.996322,10504,1,0.50031,0.994322,11042,1,-3.1609
hsa-mir-548y,4,0.47449,0.996322,8656,2,0.8717,0.998318,18639,0,-3.1618
HAVCR2,2,0.34156,0.996322,7800,1,0.40881,0.994322,9313,1,-3.1626
hsa-mir-4724,2,0.31859,0.996322,7099,1,0.38902,0.994322,8949,1,-3.1639
NDUFB1,2,0.43098,0.996322,10415,1,0.41893,0.994322,9506,1,-3.1647
KRT9,2,0.48452,0.996322,11348,1,0.64271,0.994322,13788,0,-3.1651
SUPT7L,2,0.48116,0.996322,11283,1,0.58437,0.994322,12588,0,-3.1671
TMEM130,2,0.31054,0.996322,6835,1,0.4049,0.994322,9233,1,-3.168
CSPG5,2,0.49147,0.996322,11475,1,0.62969,0.994322,13504,0,-3.169
RAB3D,2,0.49879,0.996322,11616,1,0.72169,0.994322,15483,0,-3.1702
TDG,2,0.35093,0.996322,8087,1,0.41245,0.994322,9380,1,-3.1714
ZNF260,2,0.21703,0.987402,4793,1,0.33707,0.994322,7976,1,-3.1727
CELF4,3,0.32663,0.996322,6564,2,0.42733,0.994322,8587,1,-3.1743
C5orf48,2,0.44297,0.996322,10600,1,0.48961,0.994322,10844,1,-3.1752
RPGR,2,0.45614,0.996322,10842,1,0.48726,0.994322,10796,1,-3.1773
CCDC69,2,0.40134,0.996322,9562,1,0.38469,0.994322,8851,1,-3.1798
TUBGCP4,2,0.49558,0.996322,11561,1,0.70207,0.994322,15056,0,-3.1808
IP6K2,3,0.33685,0.996322,6747,2,0.77352,0.994878,16613,0,-3.1815
CCDC23,2,0.44713,0.996322,10667,1,0.45152,0.994322,10113,1,-3.1827
LOR,2,0.43098,0.996322,10411,1,0.50019,0.994322,11037,1,-3.1875
COL20A1,2,0.48776,0.996322,11412,1,0.66874,0.994322,14336,0,-3.188
